iter	Passed	Remaining
612	29396	114467
613	29449	114440
614	29530	114518
615	29582	114488
616	29633	114452
617	29684	114413
618	29732	114367
619	29784	114333
620	29842	114322
621	29890	114277
622	29942	114243
623	29993	114204
624	30041	114156
625	30093	114124
626	30141	114078
627	30190	114032
628	30239	113987
629	30289	113947
630	30341	113913
631	30388	113860
632	30434	113803
633	30483	113758
634	30531	113713
635	30580	113668
636	30632	113631
637	30680	113584
638	30729	113539
639	30779	113500
640	30830	113461
641	30877	113411
642	30927	113368
643	30976	113323
644	31030	113295
645	31078	113247
646	31127	113202
647	31176	113158
648	31223	113105
649	31274	113068
650	31321	113016
651	31370	112972
652	31418	112923
653	31468	112881
654	31517	112837
655	31566	112792
656	31619	112760
657	31667	112712
658	31714	112661
659	31764	112618
660	31813	112575
661	31862	112531
662	31913	112491
663	31963	112448
664	32017	112424
665	32072	112397
666	32126	112370
667	32177	112333
668	32227	112290
669	32276	112245
670	32326	112204
671	32376	112161
672	32427	112121
673	32475	112075
674	32529	112044
675	32580	112008
676	32633	111975
677	32684	111936
678	32734	111894
679	32786	111860
680	32840	111831
681	32888	111781
682	32940	111746
683	32993	111716
684	33042	111668
685	33093	111629
686	33141	111580
687	33191	111540
688	33241	111496
689	33291	111455
690	33342	111414
691	33392	111371
692	33445	111339
693	33495	111296
694	33547	111261
695	33602	111236
696	33655	111204
697	33707	111167
698	33760	111133
699	33823	111133
700	33907	111202
701	33967	111191
702	34016	111145
703	34064	111097
704	34115	111058
705	34168	111023
706	34217	110975
707	34265	110927
708	34314	110880
709	34364	110837
710	34427	110834
711	34486	110820
712	34566	110876
713	34620	110843
714	34678	110825
715	34738	110812
716	34799	110805
717	34925	111001
718	34976	110960
719	35029	110926
720	35078	110879
721	35126	110829
722	35175	110781
723	35226	110740
724	35275	110691
725	35324	110643
726	35371	110591
727	35420	110543
728	35469	110494
729	35518	110447
730	35564	110392
731	35624	110376
732	35675	110336
733	35725	110290
734	35772	110238
735	35820	110187
736	35872	110147
737	35921	110101
738	35970	110053
739	36017	109999
740	36066	109951
741	36117	109910
742	36165	109860
743	36213	109807
744	36261	109757
745	36309	109706
746	36360	109664
747	36407	109611
748	36454	109558
749	36503	109511
750	36551	109459
751	36598	109407
752	36643	109346
753	36692	109297
754	36745	109263
755	36800	109232
756	36860	109217
757	36915	109189
758	36969	109154
759	37021	109117
760	37078	109090
761	37130	109053
762	37182	109012
763	37240	108991
764	37293	108954
765	37347	108920
766	37417	108935
767	37473	108907
768	37544	108923
769	37608	108918
770	37679	108934
771	37746	108937
772	37827	108979
773	37877	108935
774	37930	108897
775	37984	108862
776	38036	108823
777	38111	108847
778	38163	108806
779	38217	108772
780	38270	108734
781	38322	108693
782	38375	108656
783	38429	108621
784	38483	108587
785	38535	108547
786	38585	108500
787	38640	108466
788	38694	108432
789	38746	108393
790	38794	108341
791	38838	108276
792	38878	108203
793	38923	108141
794	38965	108074
795	39008	108007
796	39048	107935
797	39091	107870
798	39135	107805
799	39176	107736
800	39216	107662
801	39257	107590
802	39299	107523
803	39341	107454
804	39384	107390
805	39426	107321
806	39470	107259
807	39521	107215
808	39567	107160
809	39613	107102
810	39658	107043
811	39710	107003
812	39752	106935
813	39796	106873
814	39840	106811
815	39883	106745
816	39925	106680
817	39969	106617
818	40010	106547
819	40054	106485
820	40095	106417
821	40136	106346
822	40179	106282
823	40221	106215
824	40268	106162
825	40319	106119
826	40370	106075
827	40431	106059
828	40486	106026
829	40526	105955
830	40572	105897
831	40623	105854
832	40668	105797
833	40711	105733
834	40752	105662
835	40796	105602
836	40842	105545
837	40890	105495
838	40932	105428
839	40975	105365
840	41018	105302
841	41062	105239
842	41105	105176
843	41146	105109
844	41188	105043
845	41229	104975
846	41271	104909
847	41313	104843
848	41355	104776
849	41396	104709
850	41440	104648
851	41480	104577
852	41525	104519
853	41571	104464
854	41614	104401
855	41654	104330
856	41700	104276
857	41742	104210
858	41785	104147
859	41827	104083
860	41870	104020
861	41910	103949
862	41952	103885
863	41995	103822
864	42037	103758
865	42077	103687
866	42119	103623
867	42160	103555
868	42202	103490
869	42246	103431
870	42288	103367
871	42331	103305
872	42376	103246
873	42419	103185
874	42461	103121
875	42504	103059
876	42545	102992
877	42585	102923
878	42627	102859
879	42670	102796
880	42713	102735
881	42755	102670
882	42795	102602
883	42835	102534
884	42878	102471
885	42920	102408
886	42961	102342
887	43002	102275
888	43046	102216
889	43088	102153
890	43132	102093
891	43173	102027
892	43215	101965
893	43257	101900
894	43296	101831
895	43339	101770
896	43380	101705
897	43422	101641
898	43463	101577
899	43504	101510
900	43544	101442
901	43585	101376
902	43626	101311
903	43669	101251
904	43710	101185
905	43751	101121
906	43793	101058
907	43835	100994
908	43876	100931
909	43917	100865
910	43955	100793
911	43994	100724
912	44035	100660
913	44087	100618
914	44126	100549
915	44166	100484
916	44212	100429
917	44257	100374
918	44299	100313
919	44340	100247
920	44380	100180
921	44417	100107
922	44458	100043
923	44494	99968
924	44531	99895
925	44572	99831
926	44611	99762
927	44652	99697
928	44688	99623
929	44725	99550
930	44759	99470
931	44795	99396
932	44830	99319
933	44866	99245
934	44900	99165
935	44938	99094
936	44974	99020
937	45014	98954
938	45055	98890
939	45109	98856
940	45147	98787
941	45187	98721
942	45225	98651
943	45263	98582
944	45303	98516
945	45338	98441
946	45374	98367
947	45409	98291
948	45446	98219
949	45491	98166
950	45526	98090
951	45562	98016
952	45598	97944
953	45635	97872
954	45676	97810
955	45713	97739
956	45752	97672
957	45787	97597
958	45819	97515
959	45853	97438
960	45888	97363
961	45932	97308
962	45971	97240
963	46022	97201
964	46065	97142
965	46100	97067
966	46151	97027
967	46281	97152
968	46334	97115
969	46377	97058
970	46414	96988
971	46454	96924
972	46494	96858
973	46532	96790
974	46573	96730
975	46612	96663
976	46651	96598
977	46690	96532
978	46729	96465
979	46766	96395
980	46804	96327
981	46840	96256
982	46878	96189
983	46919	96126
984	46956	96057
985	46996	95995
986	47035	95929
987	47077	95869
988	47113	95798
989	47153	95736
990	47190	95666
991	47225	95593
992	47261	95522
993	47298	95452
994	47334	95383
995	47370	95312
996	47412	95252
997	47453	95191
998	47492	95127
999	47529	95059
1000	47568	94994
1001	47606	94928
1002	47641	94855
1003	47674	94779
1004	47711	94711
1005	47750	94647
1006	47785	94574
1007	47824	94509
1008	47864	94447
1009	47904	94386
1010	47943	94322
1011	47982	94257
1012	48020	94193
1013	48058	94125
1014	48095	94058
1015	48132	93991
1016	48170	93925
1017	48210	93864
1018	48249	93800
1019	48289	93738
1020	48327	93672
1021	48369	93615
1022	48409	93554
1023	48458	93509
1024	48499	93450
1025	48536	93383
1026	48576	93321
1027	48613	93255
1028	48649	93184
1029	48682	93111
1030	48718	93043
1031	48755	92976
1032	48790	92904
1033	48832	92847
1034	48870	92782
1035	48909	92720
1036	48950	92661
1037	48989	92598
1038	49027	92534
1039	49065	92469
1040	49100	92399
1041	49142	92342
1042	49180	92278
1043	49219	92214
1044	49257	92152
1045	49293	92083
1046	49329	92015
1047	49373	91962
1048	49419	91913
1049	49465	91865
1050	49518	91828
1051	49572	91794
1052	49618	91745
1053	49666	91699
1054	49707	91641
1055	49749	91585
1056	49788	91522
1057	49826	91457
1058	49866	91398
1059	49903	91332
1060	49940	91267
1061	49978	91203
1062	50014	91137
1063	50050	91070
1064	50097	91023
1065	50140	90967
1066	50183	90913
1067	50223	90853
1068	50263	90794
1069	50307	90740
1070	50347	90682
1071	50390	90627
1072	50439	90584
1073	50489	90542
1074	50536	90494
1075	50580	90443
1076	50621	90385
1077	50657	90318
1078	50694	90254
1079	50731	90189
1080	50768	90125
1081	50805	90060
1082	50845	90000
1083	50885	89940
1084	50924	89879
1085	50964	89820
1086	51004	89761
1087	51040	89696
1088	51077	89632
1089	51118	89574
1090	51156	89512
1091	51194	89449
1092	51242	89405
1093	51280	89342
1094	51318	89279
1095	51355	89216
1096	51394	89155
1097	51439	89105
1098	51477	89043
1099	51516	88983
1100	51553	88919
1101	51598	88869
1102	51635	88805
1103	51669	88736
1104	51706	88673
1105	51745	88613
1106	51781	88548
1107	51819	88485
1108	51856	88423
1109	51892	88357
1110	51932	88298
1111	51973	88242
1112	52015	88187
1113	52050	88120
1114	52087	88058
1115	52125	87997
1116	52162	87934
1117	52201	87873
1118	52240	87814
1119	52280	87755
1120	52320	87697
1121	52359	87639
1122	52396	87576
1123	52432	87512
1124	52474	87458
1125	52512	87397
1126	52554	87342
1127	52595	87286
1128	52631	87222
1129	52671	87164
1130	52709	87102
1131	52745	87039
1132	52786	86983
1133	52823	86921
1134	52865	86867
1135	52909	86816
1136	52951	86762
1137	52994	86709
1138	53032	86649
1139	53068	86585
1140	53104	86521
1141	53142	86461
1142	53181	86402
1143	53216	86337
1144	53252	86274
1145	53290	86213
1146	53329	86154
1147	53373	86103
1148	53413	86047
1149	53452	85988
1150	53494	85935
1151	53532	85875
1152	53567	85810
1153	53607	85753
1154	53643	85689
1155	53679	85627
1156	53715	85564
1157	53753	85503
1158	53792	85446
1159	53847	85413
1160	53891	85362
1161	53935	85313
1162	53974	85254
1163	54015	85199
1164	54053	85139
1165	54093	85083
1166	54133	85027
1167	54170	84965
1168	54212	84912
1169	54255	84861
1170	54296	84806
1171	54335	84748
1172	54383	84704
1173	54437	84669
1174	54488	84630
1175	54536	84587
1176	54586	84546
1177	54636	84505
1178	54688	84467
1179	54738	84427
1180	54790	84389
1181	54840	84348
1182	54889	84305
1183	54940	84266
1184	54991	84227
1185	55037	84181
1186	55086	84138
1187	55137	84098
1188	55186	84055
1189	55239	84019
1190	55290	83980
1191	55343	83943
1192	55391	83899
1193	55442	83860
1194	55493	83820
1195	55544	83780
1196	55594	83739
1197	55643	83696
1198	55689	83650
1199	55740	83610
1200	55792	83572
1201	55841	83530
1202	55900	83501
1203	55951	83462
1204	56000	83420
1205	56052	83382
1206	56102	83340
1207	56150	83296
1208	56202	83257
1209	56250	83213
1210	56299	83171
1211	56351	83132
1212	56399	83088
1213	56449	83046
1214	56499	83005
1215	56546	82960
1216	56596	82918
1217	56645	82874
1218	56695	82834
1219	56741	82786
1220	56791	82745
1221	56841	82703
1222	56890	82660
1223	56939	82618
1224	56988	82574
1225	57042	82539
1226	57109	82522
1227	57166	82491
1228	57221	82456
1229	57273	82417
1230	57323	82376
1231	57376	82338
1232	57427	82298
1233	57478	82257
1234	57527	82215
1235	57578	82175
1236	57628	82132
1237	57677	82090
1238	57728	82050
1239	57778	82007
1240	57823	81959
1241	57872	81915
1242	57922	81874
1243	57973	81833
1244	58026	81796
1245	58077	81755
1246	58125	81711
1247	58174	81668
1248	58226	81628
1249	58274	81584
1250	58322	81540
1251	58374	81500
1252	58426	81460
1253	58473	81415
1254	58522	81372
1255	58574	81333
1256	58622	81287
1257	58672	81246
1258	58718	81198
1259	58767	81155
1260	58827	81126
1261	58877	81084
1262	58925	81040
1263	58975	80998
1264	59025	80956
1265	59073	80910
1266	59123	80868
1267	59172	80825
1268	59233	80797
1269	59287	80761
1270	59337	80719
1271	59388	80678
1272	59436	80634
1273	59486	80591
1274	59540	80554
1275	59595	80518
1276	59645	80477
1277	59695	80434
1278	59746	80394
1279	59802	80360
1280	59863	80331
1281	59914	80291
1282	59964	80248
1283	60017	80209
1284	60068	80169
1285	60119	80127
1286	60169	80085
1287	60221	80045
1288	60272	80004
1289	60325	79966
1290	60374	79922
1291	60425	79881
1292	60475	79838
1293	60524	79795
1294	60577	79756
1295	60627	79714
1296	60676	79670
1297	60728	79629
1298	60778	79587
1299	60827	79543
1300	60878	79501
1301	60928	79459
1302	60979	79418
1303	61033	79381
1304	61083	79337
1305	61132	79293
1306	61181	79250
1307	61228	79203
1308	61276	79159
1309	61326	79116
1310	61376	79072
1311	61425	79029
1312	61473	78984
1313	61522	78939
1314	61572	78896
1315	61623	78855
1316	61673	78812
1317	61723	78770
1318	61772	78726
1319	61824	78685
1320	61874	78642
1321	61927	78603
1322	61978	78562
1323	62028	78519
1324	62078	78477
1325	62129	78434
1326	62180	78393
1327	62230	78350
1328	62280	78307
1329	62330	78265
1330	62380	78221
1331	62429	78177
1332	62481	78136
1333	62531	78094
1334	62580	78050
1335	62630	78007
1336	62679	77962
1337	62729	77919
1338	62777	77874
1339	62828	77832
1340	62881	77792
1341	62929	77747
1342	62979	77704
1343	63026	77658
1344	63076	77615
1345	63129	77574
1346	63179	77532
1347	63228	77487
1348	63281	77447
1349	63330	77404
1350	63382	77363
1351	63432	77319
1352	63481	77275
1353	63532	77233
1354	63580	77187
1355	63631	77146
1356	63685	77107
1357	63736	77065
1358	63786	77022
1359	63837	76980
1360	63888	76938
1361	63938	76894
1362	63988	76852
1363	64039	76810
1364	64092	76770
1365	64141	76725
1366	64191	76682
1367	64238	76635
1368	64288	76592
1369	64338	76548
1370	64388	76504
1371	64437	76460
1372	64488	76419
1373	64537	76374
1374	64590	76333
1375	64645	76297
1376	64698	76257
1377	64751	76217
1378	64803	76175
1379	64853	76132
1380	64904	76090
1381	64961	76055
1382	65021	76022
1383	65074	75983
1384	65127	75942
1385	65186	75909
1386	65235	75864
1387	65284	75820
1388	65333	75775
1389	65386	75735
1390	65431	75686
1391	65482	75643
1392	65534	75602
1393	65583	75557
1394	65634	75514
1395	65684	75471
1396	65733	75426
1397	65783	75383
1398	65835	75341
1399	65885	75298
1400	65935	75253
1401	65986	75211
1402	66046	75178
1403	66106	75146
1404	66161	75108
1405	66228	75083
1406	66282	75044
1407	66332	75000
1408	66380	74954
1409	66432	74913
1410	66493	74881
1411	66541	74836
1412	66592	74792
1413	66640	74746
1414	66692	74705
1415	66746	74665
1416	66796	74621
1417	66850	74582
1418	66902	74540
1419	66961	74506
1420	67016	74467
1421	67066	74423
1422	67118	74382
1423	67168	74338
1424	67216	74291
1425	67265	74246
1426	67314	74202
1427	67360	74153
1428	67410	74109
1429	67458	74062
1430	67506	74016
1431	67555	73971
1432	67606	73928
1433	67656	73884
1434	67705	73838
1435	67752	73792
1436	67800	73745
1437	67849	73700
1438	67897	73653
1439	67947	73609
1440	68000	73569
1441	68050	73524
1442	68098	73478
1443	68147	73433
1444	68197	73388
1445	68244	73342
1446	68295	73298
1447	68344	73253
1448	68404	73219
1449	68457	73178
1450	68506	73133
1451	68554	73086
1452	68601	73039
1453	68648	72992
1454	68700	72950
1455	68747	72902
1456	68796	72856
1457	68844	72811
1458	68892	72764
1459	68940	72718
1460	68988	72671
1461	69035	72624
1462	69084	72578
1463	69134	72534
1464	69182	72488
1465	69228	72440
1466	69279	72396
1467	69333	72356
1468	69381	72309
1469	69427	72261
1470	69475	72214
1471	69524	72169
1472	69573	72124
1473	69618	72074
1474	69667	72028
1475	69715	71982
1476	69772	71945
1477	69828	71907
1478	69877	71861
1479	69925	71815
1480	69974	71770
1481	70016	71716
1482	70056	71662
1483	70091	71602
1484	70131	71547
1485	70168	71490
1486	70204	71432
1487	70240	71373
1488	70277	71315
1489	70316	71260
1490	70352	71201
1491	70390	71145
1492	70427	71087
1493	70466	71032
1494	70505	70977
1495	70548	70925
1496	70590	70873
1497	70632	70821
1498	70672	70767
1499	70709	70709
1500	70755	70661
1501	70795	70606
1502	70828	70545
1503	70865	70488
1504	70902	70430
1505	70938	70373
1506	70976	70317
1507	71014	70260
1508	71054	70207
1509	71093	70151
1510	71135	70100
1511	71173	70044
1512	71214	69990
1513	71258	69940
1514	71309	69897
1515	71353	69847
1516	71390	69790
1517	71432	69738
1518	71469	69681
1519	71505	69623
1520	71542	69566
1521	71578	69509
1522	71619	69456
1523	71655	69398
1524	71692	69341
1525	71731	69287
1526	71771	69233
1527	71810	69179
1528	71851	69125
1529	71889	69069
1530	71931	69018
1531	71969	68962
1532	72008	68908
1533	72045	68851
1534	72081	68794
1535	72118	68737
1536	72152	68679
1537	72188	68621
1538	72223	68562
1539	72257	68503
1540	72292	68446
1541	72325	68385
1542	72364	68331
1543	72402	68276
1544	72440	68220
1545	72483	68170
1546	72522	68116
1547	72564	68064
1548	72602	68009
1549	72640	67954
1550	72678	67898
1551	72732	67858
1552	72778	67811
1553	72815	67755
1554	72850	67697
1555	72884	67638
1556	72918	67579
1557	72952	67521
1558	72989	67465
1559	73026	67409
1560	73065	67354
1561	73107	67303
1562	73146	67249
1563	73185	67196
1564	73226	67143
1565	73265	67090
1566	73306	67038
1567	73349	66987
1568	73388	66933
1569	73427	66879
1570	73463	66823
1571	73499	66766
1572	73536	66710
1573	73574	66656
1574	73612	66601
1575	73652	66548
1576	73694	66497
1577	73733	66444
1578	73770	66388
1579	73808	66334
1580	73848	66281
1581	73884	66225
1582	73920	66169
1583	73956	66112
1584	73991	66055
1585	74028	66000
1586	74065	65944
1587	74101	65889
1588	74138	65833
1589	74177	65779
1590	74208	65719
1591	74243	65663
1592	74278	65605
1593	74311	65547
1594	74347	65490
1595	74381	65433
1596	74416	65376
1597	74450	65318
1598	74482	65259
1599	74517	65202
1600	74550	65144
1601	74583	65085
1602	74618	65029
1603	74654	64973
1604	74687	64915
1605	74722	64858
1606	74758	64803
1607	74796	64749
1608	74830	64691
1609	74863	64633
1610	74899	64578
1611	74932	64520
1612	74965	64462
1613	75002	64407
1614	75038	64351
1615	75073	64295
1616	75107	64238
1617	75140	64180
1618	75174	64123
1619	75208	64066
1620	75240	64008
1621	75274	63950
1622	75309	63894
1623	75342	63836
1624	75376	63779
1625	75410	63722
1626	75444	63666
1627	75478	63609
1628	75513	63554
1629	75547	63496
1630	75582	63441
1631	75616	63384
1632	75651	63328
1633	75685	63272
1634	75721	63217
1635	75758	63163
1636	75793	63107
1637	75827	63050
1638	75861	62994
1639	75897	62939
1640	75934	62885
1641	75967	62828
1642	76000	62770
1643	76048	62726
1644	76087	62673
1645	76128	62623
1646	76171	62574
1647	76209	62521
1648	76252	62472
1649	76287	62416
1650	76323	62362
1651	76358	62307
1652	76398	62255
1653	76450	62214
1654	76488	62161
1655	76520	62103
1656	76556	62048
1657	76595	61997
1658	76629	61941
1659	76666	61887
1660	76702	61832
1661	76739	61779
1662	76775	61724
1663	76811	61670
1664	76844	61614
1665	76878	61557
