iter	Passed	Remaining
1666	76914	61503
1667	76949	61448
1668	76982	61392
1669	77016	61336
1670	77052	61282
1671	77088	61228
1672	77121	61171
1673	77156	61116
1674	77195	61064
1675	77229	61009
1676	77267	60956
1677	77302	60902
1678	77338	60848
1679	77377	60796
1680	77412	60742
1681	77448	60687
1682	77483	60633
1683	77518	60578
1684	77552	60523
1685	77589	60469
1686	77624	60415
1687	77658	60359
1688	77691	60304
1689	77727	60250
1690	77761	60195
1691	77797	60141
1692	77830	60084
1693	77865	60031
1694	77900	59976
1695	77934	59921
1696	77967	59865
1697	78000	59809
1698	78034	59754
1699	78075	59705
1700	78110	59650
1701	78146	59597
1702	78179	59541
1703	78215	59488
1704	78249	59432
1705	78283	59378
1706	78316	59322
1707	78351	59268
1708	78388	59215
1709	78433	59169
1710	78471	59117
1711	78505	59062
1712	78541	59009
1713	78576	58954
1714	78610	58900
1715	78646	58847
1716	78679	58792
1717	78714	58738
1718	78748	58683
1719	78783	58629
1720	78820	58577
1721	78857	58524
1722	78893	58472
1723	78925	58416
1724	78962	58363
1725	78999	58311
1726	79038	58260
1727	79080	58211
1728	79115	58158
1729	79149	58103
1730	79192	58056
1731	79236	58009
1732	79287	57967
1733	79325	57915
1734	79363	57864
1735	79406	57816
1736	79445	57766
1737	79483	57715
1738	79519	57661
1739	79559	57611
1740	79600	57562
1741	79641	57513
1742	79687	57468
1743	79725	57416
1744	79770	57370
1745	79808	57319
1746	79846	57268
1747	79884	57216
1748	79927	57169
1749	79965	57118
1750	80008	57070
1751	80049	57021
1752	80089	56971
1753	80124	56918
1754	80161	56866
1755	80204	56819
1756	80250	56773
1757	80290	56724
1758	80331	56675
1759	80370	56624
1760	80407	56572
1761	80447	56523
1762	80483	56471
1763	80518	56417
1764	80559	56368
1765	80600	56319
1766	80640	56270
1767	80675	56217
1768	80709	56163
1769	80749	56114
1770	80797	56070
1771	80842	56024
1772	80893	55982
1773	80952	55945
1774	81005	55905
1775	81047	55857
1776	81083	55804
1777	81120	55753
1778	81155	55700
1779	81190	55647
1780	81229	55597
1781	81269	55547
1782	81309	55498
1783	81350	55449
1784	81406	55411
1785	81443	55359
1786	81482	55309
1787	81520	55258
1788	81558	55208
1789	81594	55155
1790	81632	55105
1791	81665	55051
1792	81702	54999
1793	81737	54947
1794	81775	54896
1795	81820	54850
1796	81859	54800
1797	81897	54750
1798	81937	54701
1799	81975	54650
1800	82012	54599
1801	82050	54548
1802	82086	54496
1803	82124	54446
1804	82163	54396
1805	82202	54346
1806	82241	54296
1807	82279	54246
1808	82316	54194
1809	82352	54143
1810	82389	54092
1811	82429	54042
1812	82466	53992
1813	82506	53942
1814	82543	53891
1815	82581	53841
1816	82618	53790
1817	82655	53739
1818	82692	53688
1819	82731	53638
1820	82770	53589
1821	82809	53540
1822	82849	53491
1823	82901	53449
1824	82953	53408
1825	83005	53367
1826	83054	53324
1827	83105	53281
1828	83161	53243
1829	83204	53196
1830	83247	53149
1831	83285	53099
1832	83322	53048
1833	83360	52997
1834	83397	52947
1835	83434	52896
1836	83471	52845
1837	83508	52794
1838	83543	52742
1839	83579	52691
1840	83616	52640
1841	83653	52590
1842	83689	52538
1843	83724	52486
1844	83760	52435
1845	83797	52384
1846	83836	52335
1847	83871	52283
1848	83907	52232
1849	83945	52182
1850	83981	52131
1851	84016	52079
1852	84054	52029
1853	84092	51979
1854	84133	51931
1855	84171	51881
1856	84207	51830
1857	84244	51780
1858	84283	51730
1859	84322	51681
1860	84358	51630
1861	84396	51580
1862	84433	51530
1863	84473	51481
1864	84519	51436
1865	84565	51392
1866	84616	51350
1867	84664	51306
1868	84703	51257
1869	84743	51208
1870	84784	51160
1871	84823	51111
1872	84863	51063
1873	84899	51012
1874	84936	50961
1875	84977	50914
1876	85019	50866
1877	85060	50819
1878	85101	50770
1879	85140	50721
1880	85180	50673
1881	85219	50624
1882	85262	50578
1883	85304	50530
1884	85345	50482
1885	85385	50434
1886	85428	50388
1887	85470	50340
1888	85510	50292
1889	85551	50244
1890	85592	50196
1891	85633	50149
1892	85675	50101
1893	85716	50054
1894	85754	50004
1895	85800	49959
1896	85840	49911
1897	85881	49863
1898	85923	49816
1899	85963	49768
1900	86008	49722
1901	86055	49678
1902	86097	49631
1903	86140	49585
1904	86192	49543
1905	86239	49499
1906	86282	49452
1907	86321	49404
1908	86362	49356
1909	86401	49307
1910	86440	49258
1911	86482	49211
1912	86524	49164
1913	86562	49115
1914	86603	49067
1915	86641	49018
1916	86681	48970
1917	86720	48921
1918	86760	48873
1919	86799	48824
1920	86837	48775
1921	86878	48727
1922	86917	48678
1923	86957	48630
1924	86996	48582
1925	87037	48534
1926	87075	48485
1927	87113	48436
1928	87155	48389
1929	87190	48338
1930	87226	48288
1931	87265	48240
1932	87303	48190
1933	87338	48140
1934	87394	48100
1935	87433	48052
1936	87471	48003
1937	87509	47954
1938	87547	47905
1939	87585	47856
1940	87622	47806
1941	87660	47757
1942	87697	47707
1943	87736	47659
1944	87778	47612
1945	87817	47564
1946	87858	47516
1947	87901	47470
1948	87945	47424
1949	87985	47376
1950	88024	47328
1951	88064	47280
1952	88107	47234
1953	88151	47188
1954	88190	47140
1955	88227	47090
1956	88265	47041
1957	88299	46990
1958	88345	46946
1959	88383	46897
1960	88422	46848
1961	88460	46800
1962	88503	46754
1963	88543	46706
1964	88583	46658
1965	88624	46611
1966	88663	46563
1967	88703	46515
1968	88742	46466
1969	88780	46418
1970	88819	46369
1971	88859	46322
1972	88902	46275
1973	88942	46228
1974	88980	46179
1975	89017	46130
1976	89060	46084
1977	89099	46036
1978	89141	45989
1979	89181	45942
1980	89221	45894
1981	89259	45845
1982	89296	45796
1983	89335	45748
1984	89371	45698
1985	89414	45652
1986	89457	45606
1987	89498	45559
1988	89539	45512
1989	89577	45464
1990	89617	45416
1991	89657	45368
1992	89697	45321
1993	89735	45272
1994	89777	45226
1995	89822	45181
1996	89870	45138
1997	89940	45105
1998	89992	45063
1999	90034	45017
2000	90073	44969
2001	90115	44922
2002	90150	44872
2003	90188	44824
2004	90228	44776
2005	90270	44730
2006	90315	44685
2007	90357	44638
2008	90400	44592
2009	90440	44545
2010	90480	44497
2011	90520	44450
2012	90560	44403
2013	90601	44356
2014	90645	44310
2015	90685	44263
2016	90738	44222
2017	90780	44175
2018	90820	44128
2019	90868	44084
2020	90925	44045
2021	90964	43997
2022	91005	43950
2023	91042	43902
2024	91085	43855
2025	91123	43807
2026	91164	43760
2027	91208	43715
2028	91242	43665
2029	91282	43617
2030	91323	43570
2031	91364	43524
2032	91408	43478
2033	91448	43431
2034	91486	43383
2035	91531	43338
2036	91572	43291
2037	91612	43243
2038	91649	43195
2039	91690	43148
2040	91733	43102
2041	91770	43054
2042	91824	43013
2043	91860	42963
2044	91898	42915
2045	91932	42865
2046	91970	42817
2047	92005	42768
2048	92041	42718
2049	92075	42669
2050	92112	42620
2051	92148	42571
2052	92185	42522
2053	92223	42474
2054	92261	42427
2055	92298	42378
2056	92335	42329
2057	92372	42281
2058	92410	42233
2059	92446	42184
2060	92484	42136
2061	92519	42087
2062	92553	42037
2063	92592	41989
2064	92632	41942
2065	92670	41894
2066	92708	41846
2067	92746	41798
2068	92782	41749
2069	92818	41701
2070	92855	41652
2071	92893	41604
2072	92929	41556
2073	92967	41508
2074	93003	41459
2075	93041	41411
2076	93078	41363
2077	93115	41314
2078	93151	41266
2079	93188	41218
2080	93224	41169
2081	93262	41121
2082	93299	41073
2083	93340	41026
2084	93379	40979
2085	93421	40933
2086	93461	40886
2087	93500	40839
2088	93542	40793
2089	93580	40745
2090	93615	40696
2091	93653	40648
2092	93692	40601
2093	93729	40553
2094	93769	40506
2095	93813	40461
2096	93852	40414
2097	93891	40367
2098	93932	40320
2099	93975	40275
2100	94014	40228
2101	94054	40181
2102	94094	40134
2103	94132	40086
2104	94170	40039
2105	94211	39992
2106	94251	39946
2107	94293	39900
2108	94335	39854
2109	94378	39809
2110	94420	39763
2111	94463	39717
2112	94504	39671
2113	94543	39624
2114	94578	39575
2115	94614	39526
2116	94651	39479
2117	94687	39430
2118	94723	39382
2119	94759	39334
2120	94796	39286
2121	94834	39238
2122	94873	39191
2123	94913	39144
2124	94947	39096
2125	94985	39048
2126	95023	39000
2127	95060	38953
2128	95096	38905
2129	95133	38857
2130	95168	38808
2131	95205	38761
2132	95243	38713
2133	95281	38666
2134	95318	38618
2135	95355	38570
2136	95392	38523
2137	95427	38474
2138	95463	38426
2139	95500	38378
2140	95542	38332
2141	95580	38285
2142	95618	38238
2143	95656	38191
2144	95692	38143
2145	95727	38094
2146	95764	38047
2147	95800	37999
2148	95837	37951
2149	95873	37903
2150	95907	37854
2151	95945	37807
2152	95983	37760
2153	96020	37712
2154	96057	37665
2155	96095	37618
2156	96131	37570
2157	96167	37522
2158	96208	37476
2159	96247	37429
2160	96286	37382
2161	96325	37336
2162	96363	37289
2163	96399	37241
2164	96436	37193
2165	96473	37146
2166	96510	37098
2167	96549	37052
2168	96589	37005
2169	96626	36958
2170	96663	36911
2171	96703	36864
2172	96738	36816
2173	96775	36769
2174	96813	36722
2175	96850	36674
2176	96897	36631
2177	96948	36589
2178	96986	36542
2179	97023	36495
2180	97061	36447
2181	97096	36400
2182	97132	36352
2183	97169	36305
2184	97206	36257
2185	97242	36210
2186	97276	36161
2187	97314	36114
2188	97351	36067
2189	97388	36020
2190	97426	35973
2191	97461	35925
2192	97498	35878
2193	97535	35831
2194	97572	35784
2195	97606	35735
2196	97641	35687
2197	97676	35640
2198	97710	35591
2199	97748	35544
2200	97785	35497
2201	97823	35450
2202	97860	35403
2203	97897	35356
2204	97932	35308
2205	97969	35261
2206	98006	35214
2207	98043	35167
2208	98079	35120
2209	98116	35073
2210	98152	35025
2211	98189	34979
2212	98233	34934
2213	98273	34888
2214	98312	34842
2215	98350	34795
2216	98391	34749
2217	98425	34701
2218	98462	34654
2219	98505	34609
2220	98541	34562
2221	98578	34515
2222	98617	34469
2223	98659	34424
2224	98696	34377
2225	98732	34330
2226	98771	34284
2227	98811	34238
2228	98848	34191
2229	98885	34144
2230	98920	34096
2231	98960	34050
2232	99000	34004
2233	99044	33960
2234	99090	33917
2235	99138	33873
2236	99183	33829
2237	99228	33785
2238	99274	33741
2239	99315	33696
2240	99352	33649
2241	99391	33603
2242	99430	33557
2243	99469	33511
2244	99508	33465
2245	99547	33419
2246	99586	33372
2247	99625	33326
2248	99662	33279
2249	99700	33233
2250	99739	33187
2251	99780	33141
2252	99815	33094
2253	99854	33048
2254	99898	33004
2255	99947	32961
2256	99990	32916
2257	100032	32871
2258	100071	32825
2259	100109	32779
2260	100145	32732
2261	100200	32691
2262	100236	32644
2263	100274	32598
2264	100312	32551
2265	100355	32507
2266	100396	32461
2267	100438	32416
2268	100485	32373
2269	100528	32328
2270	100573	32284
2271	100612	32238
2272	100649	32191
2273	100688	32146
2274	100726	32099
2275	100763	32053
2276	100800	32006
2277	100838	31960
2278	100875	31913
2279	100913	31867
2280	100950	31820
2281	100993	31776
2282	101036	31731
2283	101072	31684
2284	101110	31638
2285	101145	31591
2286	101184	31545
2287	101222	31499
2288	101263	31453
2289	101299	31407
2290	101336	31360
2291	101373	31314
2292	101408	31267
2293	101445	31220
2294	101484	31174
2295	101519	31128
2296	101556	31081
2297	101596	31036
2298	101633	30989
2299	101670	30943
2300	101707	30896
2301	101743	30850
2302	101781	30803
2303	101818	30757
2304	101863	30713
2305	101904	30668
2306	101941	30622
2307	101979	30576
2308	102019	30530
2309	102053	30483
2310	102103	30441
2311	102156	30399
2312	102200	30355
2313	102238	30309
2314	102274	30262
2315	102310	30216
2316	102351	30170
2317	102391	30125
2318	102430	30079
2319	102468	30033
2320	102505	29987
2321	102542	29941
2322	102577	29894
2323	102612	29847
2324	102652	29802
2325	102689	29756
2326	102726	29709
2327	102763	29663
2328	102802	29617
2329	102842	29572
2330	102880	29526
2331	102919	29481
2332	102958	29435
2333	102998	29390
2334	103034	29343
2335	103070	29297
2336	103109	29251
2337	103149	29206
2338	103187	29160
2339	103225	29114
2340	103261	29068
2341	103299	29022
2342	103336	28976
2343	103376	28931
2344	103413	28885
2345	103452	28839
2346	103496	28795
2347	103535	28750
2348	103572	28704
2349	103607	28657
2350	103644	28611
2351	103680	28565
2352	103716	28518
2353	103752	28472
2354	103790	28426
2355	103830	28381
2356	103880	28339
2357	103920	28293
2358	103959	28248
2359	103996	28202
2360	104029	28155
2361	104068	28109
2362	104109	28065
2363	104148	28019
2364	104186	27973
2365	104227	27929
2366	104264	27883
2367	104303	27837
2368	104340	27791
2369	104375	27745
2370	104412	27699
2371	104447	27653
2372	104485	27607
2373	104520	27561
2374	104573	27519
2375	104610	27473
2376	104651	27428
2377	104691	27383
2378	104729	27338
2379	104765	27291
2380	104805	27246
2381	104844	27201
2382	104879	27155
2383	104916	27109
2384	104952	27063
2385	104992	27018
2386	105027	26971
2387	105063	26925
2388	105100	26879
2389	105138	26834
2390	105177	26789
2391	105215	26743
2392	105252	26698
2393	105289	26652
2394	105327	26606
2395	105363	26560
2396	105399	26514
2397	105435	26468
2398	105472	26423
2399	105509	26377
2400	105546	26331
2401	105581	26285
2402	105620	26240
2403	105661	26195
2404	105712	26153
2405	105753	26108
2406	105790	26063
2407	105829	26017
2408	105866	25972
2409	105903	25926
2410	105938	25880
2411	105975	25834
2412	106011	25788
2413	106048	25743
2414	106083	25697
2415	106122	25652
2416	106157	25605
2417	106194	25560
2418	106229	25514
2419	106265	25468
2420	106303	25423
2421	106337	25376
2422	106374	25331
2423	106409	25285
2424	106448	25240
2425	106484	25194
2426	106522	25149
2427	106559	25103
2428	106614	25062
2429	106655	25017
2430	106696	24973
2431	106738	24929
2432	106775	24883
2433	106813	24838
2434	106852	24793
2435	106888	24747
2436	106925	24702
2437	106961	24656
2438	106999	24611
2439	107037	24565
2440	107073	24520
2441	107111	24475
2442	107149	24430
2443	107190	24385
2444	107232	24341
2445	107276	24297
2446	107313	24251
2447	107353	24207
2448	107391	24161
2449	107431	24117
2450	107467	24071
2451	107504	24026
2452	107544	23981
2453	107583	23936
2454	107621	23891
2455	107660	23846
2456	107696	23800
2457	107731	23755
2458	107767	23709
2459	107803	23664
2460	107843	23619
2461	107883	23574
2462	107919	23529
2463	107956	23484
2464	107997	23439
2465	108039	23395
2466	108078	23350
2467	108115	23305
2468	108151	23259
2469	108193	23215
2470	108241	23172
2471	108279	23127
2472	108315	23082
2473	108352	23037
2474	108391	22992
2475	108426	22946
2476	108466	22901
2477	108509	22857
2478	108549	22813
2479	108589	22768
2480	108629	22724
2481	108665	22678
2482	108706	22634
2483	108748	22590
2484	108785	22545
2485	108823	22500
2486	108860	22455
2487	108903	22411
2488	108943	22366
2489	108981	22321
2490	109023	22277
2491	109063	22232
2492	109104	22188
2493	109143	22143
2494	109182	22098
2495	109221	22054
2496	109260	22009
2497	109301	21965
2498	109341	21920
2499	109380	21876
2500	109418	21831
2501	109461	21787
2502	109501	21742
2503	109540	21698
2504	109582	21653
2505	109642	21613
2506	109699	21572
2507	109739	21527
2508	109779	21483
2509	109815	21438
2510	109853	21393
2511	109890	21348
2512	109927	21303
2513	109963	21257
2514	110000	21212
2515	110037	21167
2516	110080	21123
2517	110126	21080
2518	110162	21035
2519	110202	20990
2520	110238	20945
2521	110274	20900
2522	110311	20855
2523	110348	20810
2524	110387	20765
2525	110424	20720
2526	110461	20675
2527	110496	20630
2528	110534	20585
2529	110571	20540
2530	110609	20496
2531	110649	20451
2532	110688	20407
2533	110729	20363
2534	110766	20318
2535	110804	20273
2536	110842	20228
2537	110880	20183
2538	110916	20138
2539	110954	20094
2540	110992	20049
2541	111029	20004
2542	111066	19959
2543	111102	19914
2544	111126	19867
2545	111161	19822
2546	111200	19777
2547	111237	19732
2548	111275	19688
2549	111309	19642
2550	111346	19597
2551	111383	19553
2552	111420	19508
2553	111458	19463
2554	111495	19418
2555	111534	19374
2556	111571	19329
2557	111605	19284
2558	111641	19239
2559	111678	19194
2560	111738	19153
2561	111779	19109
2562	111826	19066
2563	111873	19023
2564	111919	18980
2565	111977	18939
2566	112025	18896
2567	112072	18853
2568	112117	18809
2569	112160	18766
2570	112200	18721
2571	112238	18677
2572	112275	18632
2573	112313	18588
2574	112350	18543
2575	112388	18498
2576	112428	18454
2577	112473	18411
2578	112512	18366
2579	112552	18322
2580	112594	18278
2581	112635	18234
2582	112674	18190
2583	112710	18145
2584	112747	18100
2585	112786	18056
2586	112824	18011
2587	112867	17968
2588	112917	17925
2589	112959	17881
2590	112999	17837
2591	113038	17793
2592	113077	17748
2593	113114	17704
2594	113153	17659
2595	113190	17615
2596	113228	17570
2597	113266	17526
2598	113303	17481
2599	113343	17437
2600	113381	17392
2601	113419	17348
2602	113458	17304
2603	113497	17259
2604	113534	17215
2605	113573	17171
2606	113609	17126
2607	113648	17082
2608	113690	17038
2609	113727	16993
2610	113768	16949
2611	113810	16905
2612	113874	16865
2613	113914	16821
2614	113965	16778
2615	114006	16734
2616	114055	16692
2617	114097	16648
2618	114141	16604
2619	114191	16562
2620	114229	16517
2621	114267	16473
2622	114303	16428
2623	114340	16384
2624	114377	16339
2625	114414	16295
2626	114451	16250
2627	114488	16206
2628	114511	16159
2629	114547	16115
2630	114582	16070
2631	114621	16026
2632	114658	15981
2633	114698	15937
2634	114734	15893
2635	114787	15850
2636	114829	15806
2637	114867	15762
2638	114914	15719
2639	114961	15676
2640	115003	15632
2641	115041	15588
2642	115080	15544
2643	115138	15502
2644	115184	15459
2645	115228	15415
2646	115274	15372
2647	115326	15330
2648	115369	15286
2649	115420	15244
2650	115463	15200
2651	115502	15156
2652	115541	15112
2653	115581	15068
2654	115631	15025
2655	115674	14981
2656	115714	14937
2657	115753	14893
2658	115795	14849
2659	115835	14806
2660	115874	14761
2661	115914	14717
2662	115954	14673
2663	115994	14629
2664	116030	14585
2665	116070	14541
2666	116110	14497
2667	116147	14453
2668	116187	14409
2669	116223	14364
2670	116267	14321
2671	116333	14280
2672	116390	14238
2673	116436	14195
2674	116477	14151
2675	116523	14108
2676	116565	14064
2677	116614	14021
2678	116663	13978
2679	116709	13935
2680	116750	13891
2681	116791	13847
2682	116834	13804
2683	116880	13760
2684	116923	13717
2685	116964	13673
2686	117005	13629
2687	117046	13585
2688	117086	13541
2689	117131	13498
2690	117168	13454
2691	117205	13409
2692	117247	13366
2693	117286	13322
2694	117324	13277
2695	117360	13233
2696	117399	13189
2697	117440	13145
2698	117478	13101
2699	117527	13058
2700	117576	13015
2701	117626	12972
2702	117679	12930
2703	117730	12887
2704	117781	12844
2705	117823	12801
2706	117862	12757
2707	117901	12713
2708	117939	12669
2709	117977	12624
2710	118016	12580
2711	118055	12536
2712	118094	12492
2713	118142	12449
2714	118198	12407
2715	118257	12365
2716	118302	12322
2717	118341	12278
2718	118388	12235
2719	118430	12191
2720	118473	12147
2721	118514	12103
2722	118554	12060
2723	118591	12015
2724	118631	11971
2725	118669	11927
2726	118708	11883
2727	118748	11840
2728	118789	11796
2729	118839	11753
2730	118882	11709
2731	118930	11666
2732	118972	11622
2733	119016	11579
2734	119057	11535
2735	119100	11492
2736	119138	11448
2737	119174	11403
2738	119212	11359
2739	119252	11315
2740	119290	11271
2741	119328	11227
2742	119365	11183
2743	119404	11139
2744	119441	11095
2745	119476	11051
2746	119514	11007
2747	119552	10963
2748	119589	10919
2749	119636	10876
2750	119676	10832
2751	119714	10788
2752	119753	10744
2753	119791	10700
2754	119830	10656
2755	119865	10612
2756	119902	10568
2757	119940	10524
2758	119979	10480
2759	120016	10436
2760	120059	10392
2761	120096	10348
2762	120133	10304
2763	120170	10260
2764	120208	10216
2765	120244	10172
2766	120280	10128
2767	120315	10084
2768	120351	10040
2769	120387	9996
2770	120421	9951
2771	120457	9907
2772	120494	9863
2773	120531	9819
2774	120568	9775
2775	120605	9731
2776	120642	9687
2777	120679	9643
2778	120717	9600
2779	120754	9556
2780	120791	9512
2781	120826	9468
2782	120862	9424
2783	120900	9380
2784	120937	9336
2785	120975	9292
2786	121013	9248
2787	121050	9204
2788	121086	9160
2789	121122	9116
2790	121158	9072
2791	121194	9028
2792	121230	8984
2793	121269	8941
2794	121304	8897
2795	121340	8853
2796	121385	8809
2797	121425	8766
2798	121464	8722
2799	121502	8678
2800	121543	8635
2801	121581	8591
2802	121618	8547
2803	121655	8503
2804	121689	8459
2805	121726	8415
2806	121765	8372
2807	121804	8328
2808	121843	8284
2809	121883	8241
2810	121922	8197
2811	121958	8153
2812	121997	8110
2813	122036	8066
2814	122075	8022
2815	122118	7979
2816	122158	7935
2817	122197	7892
2818	122235	7848
2819	122271	7804
2820	122306	7760
2821	122340	7716
2822	122376	7672
2823	122412	7629
2824	122449	7585
2825	122493	7542
2826	122538	7498
2827	122580	7455
2828	122619	7411
2829	122656	7368
2830	122694	7324
2831	122734	7280
2832	122774	7237
2833	122813	7193
2834	122852	7150
2835	122891	7106
2836	122937	7063
2837	122972	7019
2838	123009	6975
2839	123046	6932
2840	123083	6888
2841	123121	6844
2842	123158	6801
2843	123194	6757
2844	123232	6713
2845	123268	6670
2846	123303	6626
2847	123343	6582
2848	123384	6539
2849	123433	6496
2850	123484	6453
2851	123526	6410
2852	123569	6366
2853	123609	6323
2854	123649	6279
2855	123688	6236
2856	123734	6193
2857	123774	6149
2858	123815	6106
2859	123856	6062
2860	123896	6019
2861	123935	5975
2862	123973	5932
2863	124013	5888
2864	124050	5845
2865	124090	5801
2866	124130	5758
2867	124172	5715
2868	124214	5671
2869	124253	5628
2870	124296	5584
2871	124337	5541
2872	124379	5498
2873	124419	5454
2874	124458	5411
2875	124498	5367
2876	124536	5324
2877	124577	5280
2878	124617	5237
2879	124657	5194
2880	124694	5150
2881	124739	5107
2882	124784	5064
2883	124822	5020
2884	124859	4977
2885	124896	4933
2886	124933	4890
2887	124967	4846
2888	125005	4802
2889	125042	4759
2890	125078	4715
2891	125116	4672
2892	125155	4628
2893	125195	4585
2894	125237	4542
2895	125278	4498
2896	125314	4455
2897	125355	4412
2898	125397	4368
2899	125436	4325
2900	125475	4281
2901	125515	4238
2902	125570	4195
2903	125614	4152
2904	125659	4109
2905	125698	4065
2906	125738	4022
2907	125779	3979
2908	125820	3935
2909	125862	3892
2910	125901	3849
2911	125944	3806
2912	125981	3762
2913	126020	3719
2914	126057	3675
2915	126095	3632
2916	126133	3588
2917	126175	3545
2918	126217	3502
2919	126254	3459
2920	126294	3415
2921	126330	3372
2922	126367	3328
2923	126402	3285
2924	126442	3242
2925	126482	3198
2926	126521	3155
2927	126572	3112
2928	126612	3069
2929	126653	3025
2930	126692	2982
2931	126733	2939
2932	126771	2895
2933	126809	2852
2934	126851	2809
2935	126893	2766
2936	126935	2722
2937	126975	2679
2938	127012	2636
2939	127053	2592
2940	127094	2549
2941	127132	2506
2942	127177	2463
2943	127217	2419
2944	127256	2376
2945	127295	2333
2946	127337	2290
2947	127377	2246
2948	127418	2203
2949	127458	2160
2950	127499	2117
2951	127540	2073
2952	127582	2030
2953	127621	1987
2954	127658	1944
2955	127695	1900
2956	127732	1857
2957	127771	1814
2958	127809	1770
2959	127846	1727
2960	127884	1684
2961	127920	1641
2962	127957	1597
2963	127994	1554
2964	128030	1511
2965	128067	1468
2966	128105	1424
2967	128143	1381
2968	128181	1338
2969	128225	1295
2970	128267	1252
2971	128308	1208
2972	128348	1165
2973	128386	1122
2974	128423	1079
2975	128460	1035
2976	128497	992
2977	128536	949
2978	128573	906
2979	128607	863
2980	128644	819
2981	128684	776
2982	128734	733
2983	128771	690
2984	128808	647
2985	128841	604
2986	128877	560
2987	128914	517
2988	128949	474
2989	128986	431
2990	129024	388
2991	129061	345
2992	129097	301
2993	129134	258
2994	129172	215
2995	129210	172
2996	129246	129
2997	129282	86
2998	129317	43
2999	129352	0
