iter	RMSE
295	1.919271365
296	1.915723053
297	1.913509573
298	1.910409561
299	1.908618079
300	1.905209121
301	1.901972137
302	1.900180487
303	1.89853167
304	1.896377996
305	1.894084382
306	1.892371979
307	1.890168522
308	1.88805778
309	1.886435913
310	1.883488156
311	1.881494697
312	1.878816917
313	1.877078398
314	1.874426058
315	1.872436095
316	1.870629868
317	1.868307339
318	1.866243275
319	1.864111711
320	1.862149604
321	1.859032481
322	1.857395776
323	1.854680327
324	1.853487485
325	1.853229411
326	1.852172302
327	1.850992275
328	1.849668078
329	1.849045284
330	1.84736357
331	1.846441648
332	1.845589173
333	1.843097529
334	1.840673979
335	1.839848543
336	1.838160795
337	1.83660171
338	1.835913342
339	1.834379712
340	1.831766838
341	1.831102786
342	1.829234511
343	1.826904082
344	1.825726259
345	1.8246477
346	1.822824701
347	1.82165799
348	1.819943898
349	1.817820067
350	1.816383368
351	1.815001933
352	1.814013718
353	1.812342752
354	1.81018882
355	1.807585851
356	1.80681886
357	1.804943459
358	1.802727788
359	1.801641418
360	1.800323807
361	1.79874511
362	1.796795644
363	1.795754889
364	1.79478224
365	1.793798449
366	1.790926802
367	1.790025944
368	1.787110022
369	1.78531351
370	1.783039133
371	1.781218801
372	1.779296488
373	1.777620749
374	1.775964754
375	1.774961399
376	1.772300632
377	1.769626107
378	1.768078458
379	1.767159948
380	1.765985418
381	1.76372865
382	1.762095903
383	1.759836619
384	1.75756087
385	1.755308568
386	1.753718587
387	1.751623217
388	1.749688278
389	1.748399225
390	1.747146148
391	1.745966391
392	1.744106066
393	1.742645024
394	1.741734353
395	1.740819415
396	1.738764887
397	1.737082213
398	1.734951474
399	1.733472832
400	1.732639489
401	1.730685939
402	1.72971383
403	1.72832082
404	1.72729211
405	1.726194443
406	1.724657882
407	1.723498014
408	1.721817505
409	1.720860725
410	1.719456176
411	1.718465878
412	1.717218612
413	1.715097379
414	1.714209607
415	1.712464578
416	1.71129418
417	1.709451401
418	1.708332481
419	1.706852148
420	1.705408434
421	1.704261751
422	1.702632658
423	1.700596027
424	1.699198995
425	1.697670939
426	1.696773598
427	1.694816511
428	1.692765434
429	1.691357119
430	1.689068259
431	1.687896243
432	1.686751904
433	1.685908742
434	1.684431594
435	1.682896928
436	1.68110554
437	1.679765823
438	1.678759895
439	1.67679538
440	1.675415108
441	1.674542707
442	1.672868596
443	1.67232111
444	1.671361889
445	1.669319446
446	1.668426982
447	1.667114342
448	1.666420627
449	1.664565938
450	1.66362722
451	1.661757426
452	1.660904334
453	1.660223707
454	1.659051382
455	1.657895936
456	1.656369945
457	1.654559607
458	1.653123317
459	1.652433444
460	1.650764599
461	1.649245363
462	1.648326881
463	1.647223681
464	1.645630083
465	1.644392861
466	1.64323969
467	1.64194008
468	1.639698407
469	1.637161078
470	1.635042399
471	1.634199261
472	1.633030881
473	1.631946034
474	1.631088371
475	1.630309542
476	1.629440411
477	1.628163959
478	1.626339277
479	1.625554757
480	1.624237589
481	1.623223512
482	1.62177904
483	1.620327936
484	1.619127014
485	1.618219706
486	1.617284008
487	1.616408257
488	1.61536636
489	1.614651293
490	1.614282106
491	1.612672637
492	1.611751539
493	1.61106759
494	1.610121378
495	1.608803703
496	1.607386351
497	1.605929979
498	1.603667634
499	1.602104624
500	1.600668971
501	1.599714245
502	1.598242495
503	1.597612669
504	1.59618132
505	1.594511821
506	1.593585993
507	1.592899814
508	1.591608244
509	1.590742216
510	1.589848
511	1.588947226
512	1.587654239
513	1.587118544
514	1.585681315
515	1.584390692
516	1.583661296
517	1.582865848
518	1.581912395
519	1.581207771
520	1.580046819
521	1.57938223
522	1.578571723
523	1.577271329
524	1.576305913
525	1.575341963
526	1.574301261
527	1.573169554
528	1.571747621
529	1.570665012
530	1.569420122
531	1.568263818
532	1.567153982
533	1.566171779
534	1.565232577
535	1.564518341
536	1.56326793
537	1.562294754
538	1.56120456
539	1.560516202
540	1.55954782
541	1.558199949
542	1.557197555
543	1.555906921
544	1.555054205
545	1.554128297
546	1.553351167
547	1.552027267
548	1.550973901
549	1.550068979
550	1.549096085
551	1.548439868
552	1.547782966
553	1.546883852
554	1.546236699
555	1.545671477
556	1.544842831
557	1.54418016
558	1.542768917
559	1.542033827
560	1.54141489
561	1.540141796
562	1.538250366
563	1.537441804
564	1.53666681
565	1.534372695
566	1.533673288
567	1.532613767
568	1.531771984
569	1.531128067
570	1.530261694
571	1.529255993
572	1.528638353
573	1.527522993
574	1.527051024
575	1.525862686
576	1.524549075
577	1.523533199
578	1.522008627
579	1.521551929
580	1.520772372
581	1.519191796
582	1.517909966
583	1.51719521
584	1.516556897
585	1.515272761
586	1.51469374
587	1.513847763
588	1.513099969
589	1.511706301
590	1.510908442
591	1.509787871
592	1.508657066
593	1.507593026
594	1.507247007
595	1.506426982
596	1.505602699
597	1.503731121
598	1.50234373
599	1.502134267
600	1.50066726
601	1.500105323
602	1.499670052
603	1.499055415
604	1.49803146
605	1.496978998
606	1.496084471
607	1.49487563
608	1.494357966
609	1.493798776
610	1.492868204
611	1.491630772
612	1.491096426
613	1.490353232
614	1.489181841
615	1.488432511
616	1.487247811
617	1.486507639
618	1.48615384
619	1.485391084
620	1.484733236
621	1.48395485
622	1.483080024
623	1.482525677
624	1.481849923
625	1.481690333
626	1.481180202
627	1.480799891
628	1.479504431
629	1.478780021
630	1.478058414
631	1.477568748
632	1.477318596
633	1.476105471
634	1.475507289
635	1.474763614
636	1.473530661
637	1.471766813
638	1.47104918
639	1.469513295
640	1.468504776
641	1.467870176
642	1.466471236
643	1.465966847
644	1.465226714
645	1.464426641
646	1.462938529
647	1.462204063
648	1.461185736
649	1.460066026
650	1.459203451
651	1.45777443
652	1.456808159
653	1.455727375
654	1.455135696
655	1.454624512
656	1.453775981
657	1.452746046
658	1.45170713
659	1.450316733
660	1.449493329
661	1.449045833
662	1.447504797
663	1.446194344
664	1.445585336
665	1.44431694
666	1.443943362
667	1.443627278
668	1.442675224
669	1.442082288
670	1.441083528
671	1.440083036
672	1.439289548
673	1.438962822
674	1.438186548
675	1.436933444
676	1.436640997
677	1.435747374
678	1.434482034
679	1.434068025
680	1.432716823
681	1.432237451
682	1.431521929
683	1.430664318
684	1.430358118
685	1.430189148
686	1.429442015
687	1.428397034
688	1.428066291
689	1.427245758
690	1.426261517
691	1.425086585
692	1.424595522
693	1.424433716
694	1.423950407
695	1.423630133
696	1.423125409
697	1.422704029
698	1.422070087
699	1.421100334
700	1.420141596
701	1.419216795
702	1.418844688
703	1.418301303
704	1.41724177
705	1.416161418
706	1.415633911
707	1.415175061
708	1.414877855
709	1.413618537
710	1.412788046
711	1.412432516
712	1.411736028
713	1.411459613
714	1.410865442
715	1.410442791
716	1.40947286
717	1.408876092
718	1.407630746
719	1.406793112
720	1.406513102
721	1.405638044
722	1.405206827
723	1.404953728
724	1.404545967
725	1.404287371
726	1.403148686
727	1.402243328
728	1.401802275
729	1.400668334
730	1.400319742
731	1.399903205
732	1.398680659
733	1.397508089
734	1.396889728
735	1.396281527
736	1.395901999
737	1.394857721
738	1.394136071
739	1.393988708
740	1.393784063
741	1.392593547
742	1.392049646
743	1.391861639
744	1.391253016
745	1.390766617
746	1.39034143
747	1.390069653
748	1.389477726
749	1.388462596
750	1.387996845
751	1.387748538
752	1.387343108
753	1.387011825
754	1.385957423
755	1.385361989
756	1.384999105
757	1.384021394
758	1.38316811
759	1.382227838
760	1.381109934
761	1.380331972
762	1.379520356
763	1.37906811
764	1.378854046
765	1.377956658
766	1.377825177
767	1.377310381
768	1.376726144
769	1.375951844
770	1.375497225
771	1.37493191
772	1.374363209
773	1.373543321
774	1.373145997
775	1.372896505
776	1.372466781
777	1.371922158
778	1.371432856
779	1.370701392
780	1.370362693
781	1.370110028
782	1.368885681
783	1.368656615
784	1.367953317
785	1.36717789
786	1.366874186
787	1.366051653
788	1.365583896
789	1.364814108
790	1.364411398
791	1.363305628
792	1.363000781
793	1.362442428
794	1.361657407
795	1.36121901
796	1.360841928
797	1.360481934
798	1.360310836
799	1.35998889
800	1.359220488
801	1.358967126
802	1.358175895
803	1.357990277
804	1.357833292
805	1.357546785
806	1.356705067
807	1.356026304
808	1.355833064
809	1.355552939
810	1.354854974
811	1.35429737
812	1.353785751
813	1.352944345
814	1.352467993
815	1.352332501
816	1.351431136
817	1.35040745
818	1.349290776
819	1.348661424
820	1.348078746
821	1.347883336
822	1.347765895
823	1.347314015
824	1.347037261
825	1.346513671
826	1.346099634
827	1.345408361
828	1.344801914
829	1.344380653
830	1.343699487
831	1.342885358
832	1.342525456
833	1.342236947
834	1.342061374
835	1.341766587
836	1.341142564
837	1.340495382
838	1.340307773
839	1.339263719
840	1.338943237
841	1.338743806
842	1.338016899
843	1.337199685
844	1.336489079
845	1.336325083
846	1.335747207
847	1.335429286
848	1.334770773
849	1.334053935
850	1.333244952
851	1.332604472
852	1.332171497
853	1.331820125
854	1.331498922
855	1.331143788
856	1.330866942
857	1.330186164
858	1.329423027
859	1.328965359
860	1.32803737
861	1.327654004
862	1.327201281
863	1.326694193
864	1.326419815
865	1.325936915
866	1.325198809
867	1.324771052
868	1.324598332
869	1.323850271
870	1.323454357
871	1.322793322
872	1.3224611
873	1.322067407
874	1.321525949
875	1.320820704
876	1.3204663
877	1.320227021
878	1.320032212
879	1.319213661
880	1.31865324
881	1.318046937
882	1.317844308
883	1.317618131
884	1.317167224
885	1.317053247
886	1.316858413
887	1.316331742
888	1.315453239
889	1.315113681
890	1.314604747
891	1.313640036
892	1.313061397
893	1.312791151
894	1.312222941
895	1.311990689
896	1.311733989
897	1.311580822
898	1.311437648
899	1.310400895
900	1.310264222
901	1.309605163
902	1.309358182
903	1.308556187
904	1.307794586
905	1.307209738
906	1.307001777
907	1.306684317
908	1.306002405
909	1.305485615
910	1.304643175
911	1.304244531
912	1.303907615
913	1.303599051
914	1.302702785
915	1.302369699
916	1.30183732
917	1.30141365
918	1.301226828
919	1.301094247
920	1.300902904
921	1.300834692
922	1.300346257
923	1.29965442
924	1.299458206
925	1.299160503
926	1.29842764
927	1.298080596
928	1.297643719
929	1.296859046
930	1.295944867
931	1.295535731
932	1.294680548
933	1.294082758
934	1.293775601
935	1.293334218
936	1.293191332
937	1.292421317
938	1.292281805
939	1.292141543
940	1.291895367
941	1.291346103
942	1.29088697
943	1.29032929
944	1.29018039
945	1.28987657
946	1.289535534
947	1.288928299
948	1.288346376
949	1.288126543
950	1.287451772
951	1.287032879
952	1.286932425
953	1.286355974
954	1.285603342
955	1.285105921
956	1.284192102
957	1.283756125
958	1.283502132
959	1.283004373
960	1.282581096
961	1.282381243
962	1.282130741
963	1.281897196
964	1.281620342
965	1.281447664
966	1.280701758
967	1.280506086
968	1.28018066
969	1.27983488
970	1.279229543
971	1.279091611
972	1.278868213
973	1.278644827
974	1.278264822
975	1.278137509
976	1.277942606
977	1.27750385
978	1.27735808
979	1.276785447
980	1.276494675
981	1.275951834
982	1.275551973
983	1.275132861
984	1.274965438
985	1.274636115
986	1.274230095
987	1.273978865
988	1.273698223
989	1.27330367
990	1.273033767
991	1.272793031
992	1.272172672
993	1.271764584
994	1.27164775
995	1.27153122
996	1.271187883
997	1.270514671
998	1.270465452
999	1.270257096
1000	1.269723525
1001	1.26950565
1002	1.269343445
1003	1.269165593
1004	1.268528735
1005	1.268213776
1006	1.267703825
1007	1.267384344
1008	1.267060833
1009	1.266640265
1010	1.266627406
1011	1.266463321
1012	1.265609202
1013	1.265245667
1014	1.265058989
1015	1.264414678
1016	1.263811375
1017	1.263421925
1018	1.2626311
1019	1.262221049
1020	1.262061242
1021	1.26086997
1022	1.260496843
1023	1.259868042
1024	1.258974793
1025	1.258044448
1026	1.257765483
1027	1.257578954
1028	1.25747587
1029	1.257265637
1030	1.256670443
1031	1.256186125
1032	1.255593417
1033	1.255171614
1034	1.25468274
1035	1.254368059
1036	1.253834163
1037	1.253644511
1038	1.253266557
1039	1.252975681
1040	1.252822678
1041	1.252391942
1042	1.252072745
1043	1.251683105
1044	1.251328555
1045	1.250760092
1046	1.250508675
1047	1.250237388
1048	1.249786694
1049	1.24912986
1050	1.248667176
1051	1.24780898
1052	1.247345178
1053	1.246902519
1054	1.24645671
1055	1.24588676
1056	1.245461759
1057	1.245110732
1058	1.244827694
1059	1.244520445
1060	1.244305382
1061	1.243861034
1062	1.243431298
1063	1.243035141
1064	1.24289605
1065	1.242511068
1066	1.242373777
1067	1.241841445
1068	1.241605817
1069	1.240886091
1070	1.240780421
1071	1.239958202
1072	1.238900856
1073	1.238696976
1074	1.238420671
1075	1.237835991
1076	1.237475073
1077	1.237391251
1078	1.237068077
1079	1.236616572
1080	1.236517695
1081	1.235852259
1082	1.235358909
1083	1.235011965
1084	1.23433211
1085	1.234010862
1086	1.233144434
1087	1.23260715
1088	1.232016929
1089	1.23124323
1090	1.23093567
1091	1.230289526
1092	1.230061417
1093	1.229977347
1094	1.229496314
1095	1.228972727
1096	1.228534909
1097	1.22795746
1098	1.227459844
1099	1.227023866
1100	1.226795452
1101	1.226270093
1102	1.225669972
1103	1.225377187
1104	1.224640365
1105	1.224545295
1106	1.224079172
1107	1.223810472
1108	1.223703082
1109	1.223128803
1110	1.222762188
1111	1.22238155
1112	1.221937211
1113	1.221378603
1114	1.220737219
1115	1.22004226
1116	1.219843692
1117	1.219152021
1118	1.218906092
1119	1.2182185
1120	1.217784702
1121	1.217078101
1122	1.216397195
1123	1.215808026
1124	1.215496365
1125	1.215128585
1126	1.214777777
1127	1.214298393
1128	1.214089203
1129	1.213820678
1130	1.213504998
1131	1.21331965
1132	1.212841253
1133	1.21238168
1134	1.212151221
1135	1.211960016
1136	1.211363375
1137	1.210755594
1138	1.210557858
1139	1.209793501
1140	1.209015553
1141	1.208297949
1142	1.207913222
1143	1.207554973
1144	1.207386325
1145	1.207051812
1146	1.20661349
1147	1.206293093
1148	1.206040838
1149	1.205667525
1150	1.20545901
1151	1.205209623
1152	1.205057125
1153	1.204291597
1154	1.203583506
1155	1.203139795
1156	1.202879731
1157	1.20243683
1158	1.201717541
1159	1.201409919
1160	1.201075102
1161	1.200704119
1162	1.200003128
1163	1.19941692
1164	1.199303218
1165	1.199130631
1166	1.198661717
1167	1.198267452
1168	1.197965208
1169	1.197541207
1170	1.197219022
1171	1.19680508
1172	1.196142535
1173	1.195439692
1174	1.195160114
1175	1.194529451
1176	1.194213207
1177	1.193803055
1178	1.193451458
1179	1.192900043
1180	1.19271437
1181	1.192480692
1182	1.192243721
1183	1.191879755
1184	1.191259523
1185	1.191104783
1186	1.190992001
1187	1.190579786
1188	1.190325729
1189	1.19006302
1190	1.189752762
1191	1.189557488
1192	1.189374046
1193	1.18906884
1194	1.188644009
1195	1.188320068
1196	1.187475232
1197	1.186956945
1198	1.186729833
1199	1.186459649
1200	1.18593245
1201	1.185680769
1202	1.185051157
1203	1.184805971
1204	1.18427837
1205	1.183762787
1206	1.18341605
1207	1.183167224
1208	1.183076606
1209	1.182711793
1210	1.182379383
1211	1.182175199
1212	1.181860867
1213	1.181476818
1214	1.181120247
1215	1.180823285
1216	1.180553009
1217	1.180153053
1218	1.179947503
1219	1.17966726
1220	1.179173893
1221	1.178900533
1222	1.178426238
1223	1.177834923
1224	1.177684614
1225	1.177619287
1226	1.177345776
1227	1.176694612
1228	1.176368975
1229	1.175948391
1230	1.175565413
1231	1.17517363
1232	1.17461008
1233	1.17422784
1234	1.173911125
1235	1.173664089
1236	1.173178703
1237	1.172976042
1238	1.172440107
1239	1.172104153
1240	1.171672279
1241	1.171218979
1242	1.170931888
1243	1.170633993
1244	1.170255934
1245	1.169705281
1246	1.169405596
1247	1.169117459
1248	1.168792484
1249	1.168359014
1250	1.168144816
1251	1.167859087
1252	1.167272875
1253	1.166661209
1254	1.166390956
1255	1.166064441
1256	1.165695675
1257	1.165397376
1258	1.165044176
1259	1.164832567
1260	1.164297598
1261	1.163959063
1262	1.163241783
1263	1.162952383
1264	1.162696138
1265	1.162536782
1266	1.162123177
1267	1.161706679
1268	1.161099691
1269	1.160606172
1270	1.160091489
1271	1.159929841
1272	1.159621965
1273	1.159351758
1274	1.158836206
1275	1.158500883
1276	1.158105617
1277	1.158040793
1278	1.157640547
1279	1.157407967
1280	1.157254235
1281	1.156972339
1282	1.156649492
1283	1.156056961
1284	1.155561592
1285	1.155426087
1286	1.155266618
1287	1.154988487
1288	1.15453752
1289	1.154308421
1290	1.154003811
1291	1.153852909
1292	1.153433
1293	1.152887316
1294	1.152187296
1295	1.151918631
1296	1.151604622
1297	1.151162264
1298	1.150801887
1299	1.150627781
1300	1.15050167
1301	1.150082876
1302	1.149774426
1303	1.149609144
1304	1.149275288
1305	1.149012054
1306	1.148922391
1307	1.148857236
1308	1.148409003
1309	1.148174077
1310	1.148115648
1311	1.147848728
1312	1.147679641
1313	1.147165712
1314	1.146882035
1315	1.146731095
1316	1.146442289
1317	1.146056071
1318	1.145559942
1319	1.144978034
1320	1.144598002
1321	1.144204156
1322	1.143972168
1323	1.143590721
1324	1.143189443
1325	1.142681213
1326	1.14240946
1327	1.142082385
1328	1.141712038
1329	1.141586802
1330	1.141126621
1331	1.140864084
1332	1.14078643
1333	1.140432486
1334	1.140304827
1335	1.139943599
1336	1.139588644
1337	1.139303573
1338	1.138941846
1339	1.138643263
1340	1.138347722
1341	1.138070933
1342	1.137797258
1343	1.137282023
1344	1.136881446
1345	1.1364308
1346	1.136238239
1347	1.13606631
1348	1.135613012
1349	1.135364386
1350	1.134935153
1351	1.134763612
1352	1.134634087
1353	1.134272325
1354	1.134178083
1355	1.133932346
1356	1.133443272
1357	1.133226014
1358	1.132971468
1359	1.132677052
1360	1.132355504
1361	1.131863614
1362	1.131656407
1363	1.131135749
1364	1.130889363
1365	1.130426678
1366	1.130060221
1367	1.129927067
1368	1.129526757
1369	1.129279008
1370	1.12866172
1371	1.12840986
1372	1.127889719
1373	1.127413989
1374	1.127186883
1375	1.126950008
1376	1.126769267
1377	1.126695755
1378	1.126092407
1379	1.125826014
1380	1.125549357
1381	1.125217116
1382	1.125044977
1383	1.124799681
1384	1.124383038
1385	1.124201549
1386	1.124065574
1387	1.123881608
1388	1.123684627
1389	1.123527346
1390	1.123277681
1391	1.122682128
1392	1.122083472
1393	1.122006294
1394	1.121819163
1395	1.121349173
1396	1.121155653
1397	1.120937105
1398	1.120801544
1399	1.120558556
1400	1.120182026
1401	1.119811326
1402	1.119231208
1403	1.118939471
1404	1.118680315
1405	1.118389562
1406	1.117855737
1407	1.1172303
1408	1.116740457
1409	1.116469322
1410	1.116213149
1411	1.116070548
1412	1.115549817
1413	1.11503892
1414	1.114481011
1415	1.114231927
1416	1.113975669
1417	1.113695122
1418	1.113231113
1419	1.113083085
1420	1.11291406
1421	1.112641573
1422	1.112436194
1423	1.112073213
1424	1.111781501
1425	1.111683505
1426	1.111273662
1427	1.111163135
1428	1.111043896
1429	1.110984585
1430	1.110526282
1431	1.109902828
1432	1.109772912
1433	1.109479305
1434	1.108968328
1435	1.10891989
1436	1.108691687
1437	1.108551241
1438	1.108445377
1439	1.108098104
1440	1.107789498
1441	1.107517799
1442	1.107180451
1443	1.10670117
1444	1.106580085
1445	1.106246278
1446	1.106003423
1447	1.105749693
1448	1.105517476
1449	1.105253961
1450	1.104736828
1451	1.104640868
1452	1.104432123
1453	1.104207878
1454	1.104075696
1455	1.10364897
1456	1.103373186
1457	1.10301909
1458	1.102956173
1459	1.102585302
1460	1.102423583
1461	1.102143377
1462	1.101907325
1463	1.101654508
1464	1.101276473
1465	1.101105774
1466	1.100602501
1467	1.100088107
1468	1.099741288
1469	1.099501908
1470	1.099138069
1471	1.098782341
1472	1.098272228
1473	1.098006124
1474	1.097735755
1475	1.097522857
1476	1.097233227
1477	1.096672723
1478	1.096445771
1479	1.09627997
1480	1.096077185
1481	1.095971258
1482	1.095739415
1483	1.095520861
1484	1.095267453
1485	1.095056603
1486	1.094914543
1487	1.094374442
1488	1.094115979
1489	1.093827221
1490	1.093575131
1491	1.093260335
1492	1.093215326
1493	1.093080443
1494	1.093020835
1495	1.092741313
1496	1.092593788
1497	1.092107371
1498	1.091467237
1499	1.091095971
1500	1.090863883
1501	1.090578839
1502	1.090341465
1503	1.089916865
1504	1.089463945
1505	1.089058376
1506	1.088785114
1507	1.088491533
1508	1.088193126
1509	1.088126723
1510	1.087616513
1511	1.087383341
1512	1.086858974
1513	1.086564721
1514	1.086193835
1515	1.085813224
1516	1.085563169
1517	1.085326266
1518	1.084966523
1519	1.084728037
1520	1.084500381
1521	1.084083073
1522	1.083817301
1523	1.083594902
1524	1.083282791
1525	1.08303301
1526	1.082580213
1527	1.082292396
1528	1.082150731
1529	1.08186698
1530	1.081490966
1531	1.08120155
1532	1.080953766
1533	1.080729288
1534	1.080539804
1535	1.079933913
1536	1.079673902
1537	1.079421443
1538	1.079239302
1539	1.078865446
1540	1.078609058
1541	1.078436535
1542	1.078210165
1543	1.078009484
1544	1.077811994
1545	1.077645711
1546	1.077413949
1547	1.077226148
1548	1.076719703
1549	1.076504378
1550	1.07631677
1551	1.075923499
1552	1.075669127
1553	1.075270344
1554	1.074927385
1555	1.074619095
1556	1.074375459
1557	1.074103395
1558	1.073983174
1559	1.073668799
1560	1.073617271
1561	1.073126927
1562	1.072754942
1563	1.0726685
1564	1.072433461
1565	1.072289795
1566	1.071897073
1567	1.071748635
1568	1.071603688
1569	1.071140461
1570	1.071048223
1571	1.070889893
1572	1.070732928
1573	1.070386934
1574	1.070051934
1575	1.069864396
1576	1.069815643
1577	1.069378377
1578	1.069258162
1579	1.069009173
1580	1.068777045
1581	1.068458145
1582	1.068275512
1583	1.068068143
1584	1.067861624
1585	1.067698139
1586	1.067488717
1587	1.067349581
1588	1.066953139
1589	1.0666627
1590	1.066315982
1591	1.066067062
1592	1.065686385
1593	1.065554063
1594	1.06526598
1595	1.064945373
1596	1.064802574
1597	1.064571631
1598	1.064259293
1599	1.06398212
1600	1.0639022
1601	1.063775249
1602	1.063494384
1603	1.063290083
1604	1.063146685
1605	1.063012597
1606	1.062815032
1607	1.062311833
1608	1.06193722
1609	1.061549019
1610	1.061250558
1611	1.060996854
1612	1.060536109
1613	1.060034025
1614	1.059789234
1615	1.059590389
1616	1.059361144
1617	1.058999363
1618	1.058634902
1619	1.058282317
1620	1.058023747
1621	1.05773675
1622	1.057435322
1623	1.057267227
1624	1.057112748
1625	1.056984958
1626	1.056871895
1627	1.056631201
1628	1.056353151
1629	1.056014938
1630	1.05584404
1631	1.05547107
1632	1.055279013
1633	1.054900898
1634	1.054725667
1635	1.054471587
1636	1.054037282
1637	1.053866186
1638	1.053507847
1639	1.053152909
1640	1.053098546
1641	1.052648151
1642	1.052356626
1643	1.052042351
1644	1.051790663
1645	1.051282039
1646	1.051264934
1647	1.051195823
1648	1.051087257
1649	1.050662173
1650	1.050408565
1651	1.050151102
1652	1.049985132
1653	1.049695049
1654	1.049461655
1655	1.049151438
1656	1.049043599
1657	1.048778846
1658	1.048557293
1659	1.048410575
1660	1.048289939
1661	1.04797477
1662	1.047839964
1663	1.047522454
1664	1.047291449
