iter	RMSE
1665	1.047053431
1666	1.046857107
1667	1.046555182
1668	1.046419111
1669	1.046133205
1670	1.045772472
1671	1.045442788
1672	1.045187222
1673	1.044851468
1674	1.044618239
1675	1.04420731
1676	1.044023958
1677	1.043792432
1678	1.043567756
1679	1.043314785
1680	1.042976141
1681	1.04292599
1682	1.042851668
1683	1.042713351
1684	1.04214625
1685	1.042030764
1686	1.041887775
1687	1.041721465
1688	1.041213873
1689	1.04099762
1690	1.040720123
1691	1.040539882
1692	1.040332762
1693	1.040251886
1694	1.040150689
1695	1.039982084
1696	1.039536974
1697	1.03939876
1698	1.039258593
1699	1.038814614
1700	1.038697855
1701	1.038656362
1702	1.038376776
1703	1.038296727
1704	1.038094107
1705	1.037794333
1706	1.03771789
1707	1.037514801
1708	1.037257522
1709	1.036917687
1710	1.03642359
1711	1.036256812
1712	1.035983922
1713	1.035830257
1714	1.035637969
1715	1.035384369
1716	1.035280367
1717	1.035099122
1718	1.034981569
1719	1.03486587
1720	1.03456677
1721	1.03451582
1722	1.034286885
1723	1.034160052
1724	1.03399074
1725	1.03378855
1726	1.0333961
1727	1.033332723
1728	1.033238227
1729	1.033003286
1730	1.032825755
1731	1.032637712
1732	1.032463442
1733	1.032256854
1734	1.032104403
1735	1.031796452
1736	1.031204343
1737	1.031125374
1738	1.031047652
1739	1.030914602
1740	1.030561352
1741	1.030344263
1742	1.030152051
1743	1.030061824
1744	1.029867539
1745	1.029737009
1746	1.029573406
1747	1.029259553
1748	1.02914245
1749	1.02887387
1750	1.028756694
1751	1.0283982
1752	1.028208136
1753	1.027612175
1754	1.027499648
1755	1.027246265
1756	1.026841905
1757	1.026652626
1758	1.026429974
1759	1.026134023
1760	1.025822716
1761	1.025762324
1762	1.025433114
1763	1.02511914
1764	1.024807402
1765	1.024605516
1766	1.024297779
1767	1.02403476
1768	1.023877109
1769	1.02376638
1770	1.023585741
1771	1.023354395
1772	1.023129753
1773	1.022681814
1774	1.022499577
1775	1.022272369
1776	1.02210986
1777	1.021876309
1778	1.021764766
1779	1.021355252
1780	1.021107855
1781	1.020850329
1782	1.020678411
1783	1.020370374
1784	1.02023623
1785	1.020027766
1786	1.01977048
1787	1.019677328
1788	1.019228259
1789	1.019085584
1790	1.018850368
1791	1.018676026
1792	1.018492788
1793	1.018349506
1794	1.018212044
1795	1.018033363
1796	1.017684219
1797	1.017356955
1798	1.017074731
1799	1.016997449
1800	1.016620073
1801	1.016476287
1802	1.016090964
1803	1.015924206
1804	1.015726938
1805	1.015656108
1806	1.015590299
1807	1.015312685
1808	1.015185314
1809	1.015068094
1810	1.014764401
1811	1.01452251
1812	1.014449608
1813	1.014164625
1814	1.013989797
1815	1.013682504
1816	1.013477981
1817	1.013065168
1818	1.012969014
1819	1.012625666
1820	1.012220348
1821	1.011812141
1822	1.011537685
1823	1.011235284
1824	1.011038624
1825	1.010933901
1826	1.010715424
1827	1.010612998
1828	1.010306007
1829	1.010008425
1830	1.009850384
1831	1.009622401
1832	1.009453184
1833	1.009292329
1834	1.009114293
1835	1.008868171
1836	1.008497602
1837	1.008356614
1838	1.008198822
1839	1.007998179
1840	1.00774545
1841	1.007346069
1842	1.007142991
1843	1.006962263
1844	1.006602073
1845	1.006516263
1846	1.006425769
1847	1.006178665
1848	1.005999151
1849	1.005843592
1850	1.005783221
1851	1.005649855
1852	1.005564849
1853	1.005421562
1854	1.005287206
1855	1.005034231
1856	1.004952499
1857	1.004798591
1858	1.004688801
1859	1.004409257
1860	1.004136701
1861	1.003821048
1862	1.003592711
1863	1.003438945
1864	1.003300418
1865	1.003035324
1866	1.002923553
1867	1.002730494
1868	1.002579319
1869	1.002241234
1870	1.002102638
1871	1.00181945
1872	1.001706876
1873	1.00137995
1874	1.00119715
1875	1.000904817
1876	1.000750926
1877	1.000642695
1878	1.000383815
1879	1.000238146
1880	0.9999034137
1881	0.9997661094
1882	0.9991851466
1883	0.9989547445
1884	0.998739155
1885	0.9984837548
1886	0.9983515708
1887	0.9980302449
1888	0.9978261097
1889	0.9976593609
1890	0.9974397533
1891	0.9973446033
1892	0.9970387949
1893	0.9967461315
1894	0.9964968702
1895	0.9963866437
1896	0.996273648
1897	0.9962134493
1898	0.9960051438
1899	0.9956793178
1900	0.9953353614
1901	0.9952665001
1902	0.9951537702
1903	0.9949080379
1904	0.9946629631
1905	0.9944830837
1906	0.9943184347
1907	0.9941984393
1908	0.9941254534
1909	0.9939578093
1910	0.9933930913
1911	0.9932897959
1912	0.9928818971
1913	0.9927026482
1914	0.9924527892
1915	0.9921412365
1916	0.9920871085
1917	0.991678251
1918	0.9914888029
1919	0.9913432602
1920	0.9910757677
1921	0.9908822332
1922	0.9907866399
1923	0.9905756984
1924	0.9904510008
1925	0.990352235
1926	0.9901817205
1927	0.9899580944
1928	0.9898075567
1929	0.9896481283
1930	0.9895989196
1931	0.9895045886
1932	0.9889805524
1933	0.9889061091
1934	0.9886979117
1935	0.9885787459
1936	0.9882579505
1937	0.9879107057
1938	0.9877062346
1939	0.9876171274
1940	0.9874147616
1941	0.9873390266
1942	0.9871566081
1943	0.9870194473
1944	0.9868495803
1945	0.9866855541
1946	0.9864687387
1947	0.9862646756
1948	0.985987594
1949	0.9857062905
1950	0.9854752781
1951	0.9853798572
1952	0.9853053348
1953	0.98485094
1954	0.9847083879
1955	0.9844485398
1956	0.9842635503
1957	0.9840168995
1958	0.9837816076
1959	0.9837076185
1960	0.9834813226
1961	0.9833314445
1962	0.9831807733
1963	0.9829436773
1964	0.9827277115
1965	0.9826098913
1966	0.9825385905
1967	0.9824266996
1968	0.9822923152
1969	0.982052258
1970	0.9819634091
1971	0.9815359084
1972	0.9814439394
1973	0.9812341663
1974	0.9811654448
1975	0.9810953402
1976	0.9809522366
1977	0.9808114589
1978	0.980705189
1979	0.9805679302
1980	0.9804496439
1981	0.9802904591
1982	0.9802637021
1983	0.9800184703
1984	0.9797810195
1985	0.979703526
1986	0.979649115
1987	0.9795840987
1988	0.9794231621
1989	0.9792330164
1990	0.9791653576
1991	0.9789412516
1992	0.9787277205
1993	0.978394519
1994	0.977962287
1995	0.9776482642
1996	0.9775345585
1997	0.9773324613
1998	0.9771699604
1999	0.9768670832
2000	0.9767455778
2001	0.9763588494
2002	0.9761053588
2003	0.975892408
2004	0.9758135492
2005	0.9755531689
2006	0.9753345106
2007	0.9751994636
2008	0.9750120479
2009	0.9749383652
2010	0.9747904029
2011	0.9746959134
2012	0.9746305349
2013	0.9745961448
2014	0.974464016
2015	0.9741309045
2016	0.9738813577
2017	0.973647766
2018	0.9732081515
2019	0.973112021
2020	0.972694075
2021	0.9726041674
2022	0.9724895154
2023	0.9722906241
2024	0.9721573055
2025	0.9718364232
2026	0.9717401547
2027	0.9713175025
2028	0.971277474
2029	0.9711590604
2030	0.971082051
2031	0.9708180045
2032	0.9705077967
2033	0.97034727
2034	0.9701450679
2035	0.9699922758
2036	0.9699017357
2037	0.9697136576
2038	0.9696809839
2039	0.9694481894
2040	0.9693691495
2041	0.9688128201
2042	0.9685732598
2043	0.9684009374
2044	0.9682572323
2045	0.9679283489
2046	0.9674651974
2047	0.967397714
2048	0.9671724316
2049	0.9670107783
2050	0.9667388934
2051	0.9664746916
2052	0.966310051
2053	0.9659048195
2054	0.9657204838
2055	0.9655589089
2056	0.9652382725
2057	0.9650501784
2058	0.9649659774
2059	0.9647852859
2060	0.9647434188
2061	0.9645915848
2062	0.9643899984
2063	0.964112461
2064	0.9637743679
2065	0.9635089551
2066	0.9633475138
2067	0.9629900702
2068	0.9628071635
2069	0.9626781349
2070	0.9625176631
2071	0.9624068621
2072	0.9622103741
2073	0.9619900971
2074	0.9618865127
2075	0.9617741368
2076	0.9615679539
2077	0.9614172815
2078	0.9610485143
2079	0.9608240142
2080	0.9606150199
2081	0.9602629629
2082	0.9599970465
2083	0.959869582
2084	0.9596817162
2085	0.959505305
2086	0.9594488746
2087	0.9592371933
2088	0.9589235057
2089	0.9588051814
2090	0.9585718078
2091	0.9584975488
2092	0.9579821969
2093	0.9577747803
2094	0.9576348004
2095	0.9574125561
2096	0.957367371
2097	0.9572954384
2098	0.9572245177
2099	0.9569988409
2100	0.9567786537
2101	0.9566640215
2102	0.9564605588
2103	0.9562521226
2104	0.9559521442
2105	0.955799742
2106	0.9554398683
2107	0.9552835339
2108	0.9550117382
2109	0.9548855303
2110	0.9546824173
2111	0.9545487631
2112	0.954399421
2113	0.954249992
2114	0.9539215469
2115	0.9538228692
2116	0.9536946578
2117	0.9535902864
2118	0.9533912219
2119	0.9532232932
2120	0.9530359758
2121	0.9529364211
2122	0.9527085904
2123	0.9524884426
2124	0.9523942666
2125	0.9522485201
2126	0.9520350122
2127	0.9517197608
2128	0.9516421158
2129	0.9515786872
2130	0.9514096453
2131	0.9513310678
2132	0.9512042564
2133	0.9511233337
2134	0.9508207964
2135	0.9506379979
2136	0.9504552135
2137	0.9501695742
2138	0.9498568146
2139	0.9495992013
2140	0.9494679374
2141	0.9493385139
2142	0.9491125019
2143	0.9489210962
2144	0.9483891663
2145	0.9482649051
2146	0.9479568388
2147	0.9479298003
2148	0.9476743309
2149	0.9474099086
2150	0.9472500837
2151	0.9470535798
2152	0.9469568287
2153	0.9468068207
2154	0.946591078
2155	0.9464971346
2156	0.9463609442
2157	0.9461657111
2158	0.9458850262
2159	0.945792347
2160	0.9457177222
2161	0.9456088377
2162	0.9454929944
2163	0.9450646843
2164	0.9449819442
2165	0.9447495834
2166	0.9446171032
2167	0.944490049
2168	0.9442033578
2169	0.9440939376
2170	0.9440115975
2171	0.9438294186
2172	0.9436644902
2173	0.9435350363
2174	0.9433636079
2175	0.9432369946
2176	0.9430953095
2177	0.943022727
2178	0.9428532694
2179	0.9426456619
2180	0.9423705061
2181	0.9423244392
2182	0.942132347
2183	0.9419892324
2184	0.9418663247
2185	0.9417061845
2186	0.9415230839
2187	0.9413404508
2188	0.9411518438
2189	0.9410412029
2190	0.9408459211
2191	0.9407040217
2192	0.9404807404
2193	0.9403708078
2194	0.9403179025
2195	0.9401965479
2196	0.9400231004
2197	0.9399843974
2198	0.9399106325
2199	0.9396861609
2200	0.9394239584
2201	0.9392475227
2202	0.9392287597
2203	0.938955751
2204	0.9388577403
2205	0.9388005519
2206	0.938666443
2207	0.9383940833
2208	0.9382974757
2209	0.9382222348
2210	0.9381175512
2211	0.9378194376
2212	0.9377663882
2213	0.9374796521
2214	0.937208302
2215	0.9370833253
2216	0.9369645228
2217	0.9367665207
2218	0.9365737245
2219	0.9361751013
2220	0.9360291558
2221	0.9358802581
2222	0.9356362248
2223	0.935483842
2224	0.9352657584
2225	0.9352074001
2226	0.9351030632
2227	0.9350239203
2228	0.9348116533
2229	0.9347682623
2230	0.9345563225
2231	0.9342562902
2232	0.9339386841
2233	0.9337371911
2234	0.9335687279
2235	0.9334565183
2236	0.9332102062
2237	0.9331111326
2238	0.9330039112
2239	0.9328642126
2240	0.9327387423
2241	0.9326309108
2242	0.932542163
2243	0.9322687488
2244	0.9320720748
2245	0.9318110366
2246	0.931591364
2247	0.9314466981
2248	0.9312767269
2249	0.9312090796
2250	0.9310770193
2251	0.9310102246
2252	0.9309548708
2253	0.9308725122
2254	0.9304511763
2255	0.9303693857
2256	0.9302793001
2257	0.930113053
2258	0.929980505
2259	0.9298429235
2260	0.9294427029
2261	0.9292653568
2262	0.9291591214
2263	0.9291051335
2264	0.9290500624
2265	0.9289354128
2266	0.9285749226
2267	0.9285252762
2268	0.9284257189
2269	0.928341611
2270	0.9282459671
2271	0.9281142882
2272	0.9280043825
2273	0.9278072048
2274	0.9275853882
2275	0.9275025216
2276	0.9272957186
2277	0.9271693924
2278	0.927049522
2279	0.9268678142
2280	0.926686944
2281	0.9266396633
2282	0.9265734985
2283	0.9263831003
2284	0.9261839131
2285	0.926048905
2286	0.9258541137
2287	0.9256460681
2288	0.9254808567
2289	0.9253508402
2290	0.9251859201
2291	0.9250579844
2292	0.9249570596
2293	0.9248995018
2294	0.9245728361
2295	0.9240853288
2296	0.9240196161
2297	0.9239105514
2298	0.9236160252
2299	0.9235539485
2300	0.9233760159
2301	0.9230291443
2302	0.9229266908
2303	0.9227380241
2304	0.9225783035
2305	0.9225244229
2306	0.9223441462
2307	0.9222659238
2308	0.9221397347
2309	0.9218958657
2310	0.9218575628
2311	0.9217037471
2312	0.9212326572
2313	0.9211593507
2314	0.921109134
2315	0.9209496256
2316	0.9207780341
2317	0.9206828912
2318	0.9204701436
2319	0.9203518509
2320	0.9201017989
2321	0.9199015334
2322	0.9197691639
2323	0.9196007353
2324	0.9195017232
2325	0.9190994641
2326	0.9189029647
2327	0.9187699465
2328	0.918695266
2329	0.9186654655
2330	0.9185909914
2331	0.9183887347
2332	0.9182320718
2333	0.9180446136
2334	0.9179048439
2335	0.9177360641
2336	0.9176057298
2337	0.9174434547
2338	0.9173648
2339	0.917147229
2340	0.9169917923
2341	0.9169330264
2342	0.9167701967
2343	0.9165502949
2344	0.9163840582
2345	0.9162131092
2346	0.9160975034
2347	0.9160423517
2348	0.9159147967
2349	0.9158447732
2350	0.9154803373
2351	0.9152988098
2352	0.9152514133
2353	0.9150451925
2354	0.9149290659
2355	0.9148019533
2356	0.9147461556
2357	0.9146554489
2358	0.9142391718
2359	0.9140459581
2360	0.9139794303
2361	0.913721975
2362	0.9136154283
2363	0.9134903939
2364	0.9134505635
2365	0.9131789426
2366	0.9130598816
2367	0.912680145
2368	0.9125600369
2369	0.9122699138
2370	0.9119311225
2371	0.9117968635
2372	0.9116281822
2373	0.9115529706
2374	0.9113771844
2375	0.9112188329
2376	0.9110794144
2377	0.9108845184
2378	0.9107335259
2379	0.9103948614
2380	0.9102111564
2381	0.9100735773
2382	0.9099839382
2383	0.909794769
2384	0.909671278
2385	0.9095569435
2386	0.9094464689
2387	0.9093188436
2388	0.9091993941
2389	0.9091138394
2390	0.9089161886
2391	0.9087684102
2392	0.908503531
2393	0.9084239746
2394	0.9083344119
2395	0.9082203454
2396	0.9081064678
2397	0.9080068024
2398	0.9077443024
2399	0.9076048026
2400	0.9073746057
2401	0.9072953007
2402	0.9072375955
2403	0.9070716446
2404	0.906994913
2405	0.9068883068
2406	0.9067380118
2407	0.9064667566
2408	0.9063227044
2409	0.9060592012
2410	0.9059538598
2411	0.9058978095
2412	0.9057978192
2413	0.9056642181
2414	0.9055772922
2415	0.9051579825
2416	0.9049518592
2417	0.9047246081
2418	0.9046082114
2419	0.9041669793
2420	0.9039939586
2421	0.9038779052
2422	0.9037334451
2423	0.903666296
2424	0.9036272122
2425	0.9035792705
2426	0.9034820677
2427	0.9033165351
2428	0.903129635
2429	0.9030277172
2430	0.9028710805
2431	0.9025675611
2432	0.9025058621
2433	0.9024361495
2434	0.9022709045
2435	0.9022020477
2436	0.9019972236
2437	0.9019128483
2438	0.9017671128
2439	0.9016922781
2440	0.9015463965
2441	0.9014701295
2442	0.9013368904
2443	0.901295688
2444	0.9011699187
2445	0.9010990664
2446	0.9010299065
2447	0.9009213642
2448	0.9008685686
2449	0.900753551
2450	0.9006325326
2451	0.900463348
2452	0.9002406228
2453	0.9001399584
2454	0.9000249853
2455	0.899973436
2456	0.8998271174
2457	0.8996617848
2458	0.8994984468
2459	0.8993162327
2460	0.8992219979
2461	0.8991008403
2462	0.8990658602
2463	0.8989493525
2464	0.8988458203
2465	0.8987705256
2466	0.8985864609
2467	0.8983750987
2468	0.8982077628
2469	0.8980959502
2470	0.8978137762
2471	0.8976554179
2472	0.8975276623
2473	0.8973514112
2474	0.8971378578
2475	0.8970027343
2476	0.8969485298
2477	0.8968687381
2478	0.8966463838
2479	0.896555559
2480	0.8964486549
2481	0.8962751466
2482	0.8961914224
2483	0.8957201983
2484	0.8955665301
2485	0.8954320785
2486	0.8949759798
2487	0.8947687735
2488	0.8945556181
2489	0.8945220513
2490	0.8943946695
2491	0.8941868955
2492	0.8941503685
2493	0.8938830377
2494	0.8938188856
2495	0.8936810984
2496	0.8934303683
2497	0.8933085248
2498	0.8932762382
2499	0.893191707
2500	0.8930856092
2501	0.89303545
2502	0.892737599
2503	0.892590103
2504	0.8923240721
2505	0.8922870708
2506	0.8922078342
2507	0.8918734245
2508	0.8917496682
2509	0.8914760965
2510	0.8913745962
2511	0.8912225944
2512	0.8910348591
2513	0.8909602514
2514	0.8908264496
2515	0.8907989819
2516	0.8907365021
2517	0.8904549547
2518	0.8902916625
2519	0.8901885639
2520	0.8900911428
2521	0.8899797709
2522	0.8898561304
2523	0.889824576
2524	0.8897794915
2525	0.8897168377
2526	0.8895685205
2527	0.8894504019
2528	0.8893001501
2529	0.8892625107
2530	0.8891390885
2531	0.8890791417
2532	0.8888569605
2533	0.8886668055
2534	0.8885865228
2535	0.8883232313
2536	0.8879745813
2537	0.8876750524
2538	0.8874675327
2539	0.8871209377
2540	0.887012961
2541	0.8869884627
2542	0.8868415166
2543	0.8865931502
2544	0.8865780559
2545	0.8863506938
2546	0.8860698022
2547	0.8858962187
2548	0.8857873278
2549	0.885550871
2550	0.885387101
2551	0.8851313104
2552	0.8849755995
2553	0.8847831673
2554	0.884718541
2555	0.8845903793
2556	0.884355103
2557	0.8841774831
2558	0.8840774168
2559	0.8839887818
2560	0.8839507512
2561	0.8837863075
2562	0.883597405
2563	0.8834591629
2564	0.8833738498
2565	0.8832587006
2566	0.8830617207
2567	0.8829056862
2568	0.8827459463
2569	0.8826788341
2570	0.8825492174
2571	0.882274666
2572	0.8821303185
2573	0.8819598453
2574	0.8818834583
2575	0.8818407826
2576	0.8816955246
2577	0.8814743263
2578	0.8813959542
2579	0.881138815
2580	0.8808732294
2581	0.880789289
2582	0.8806267343
2583	0.8804755578
2584	0.8803556341
2585	0.8801685498
2586	0.8800538917
2587	0.8799643625
2588	0.8798325966
2589	0.879644819
2590	0.8794177116
2591	0.8792047502
2592	0.8790988859
2593	0.8789817994
2594	0.8789309933
2595	0.8788062782
2596	0.8786319325
2597	0.8785855189
2598	0.8785288617
2599	0.8781922877
2600	0.8779893178
2601	0.8779077406
2602	0.8778154987
2603	0.877678131
2604	0.8775622971
2605	0.8774672893
2606	0.8773416335
2607	0.8771719884
2608	0.8770019005
2609	0.8768056761
2610	0.8766183934
2611	0.8763053577
2612	0.8761744916
2613	0.8759938304
2614	0.8758824452
2615	0.8758413031
2616	0.8757574654
2617	0.875618813
2618	0.8754726396
2619	0.8753280267
2620	0.8752008415
2621	0.8751556966
2622	0.8749226471
2623	0.8748866608
2624	0.8746962573
2625	0.8745765459
2626	0.8743482409
2627	0.8741813561
2628	0.8741677407
2629	0.8740377081
2630	0.8738067205
2631	0.8736112307
2632	0.873547338
2633	0.8733635383
2634	0.8731769906
2635	0.8728896424
2636	0.8727934527
2637	0.8726649481
2638	0.8725325043
2639	0.8724186916
2640	0.8723145657
2641	0.8718348588
2642	0.8715910622
2643	0.8714877982
2644	0.871417074
2645	0.871205137
2646	0.8710173116
2647	0.8707336204
2648	0.8706201107
2649	0.870497336
2650	0.8703088149
2651	0.8701823785
2652	0.8701536683
2653	0.8699904317
2654	0.8698726803
2655	0.8695248152
2656	0.8693253737
2657	0.8691638543
2658	0.8690920399
2659	0.8689926949
2660	0.8689696584
2661	0.8688288791
2662	0.8686350563
2663	0.8684860353
2664	0.8683574681
2665	0.8682133808
2666	0.8680367347
2667	0.8679076418
2668	0.8677088784
2669	0.8676155541
2670	0.8675158718
2671	0.8674006621
2672	0.8671706991
2673	0.8668344143
2674	0.8666633699
2675	0.8665417328
2676	0.8664423189
2677	0.8661950061
2678	0.8660808497
2679	0.8656428583
2680	0.8655263881
2681	0.8654851754
2682	0.8654248272
2683	0.8651865363
2684	0.8650300658
2685	0.864979333
2686	0.8648891105
2687	0.8646992003
2688	0.8644880919
2689	0.864360172
2690	0.8643314407
2691	0.864260659
2692	0.8640369443
2693	0.8638759868
2694	0.8638193513
2695	0.8637269335
2696	0.863420961
2697	0.8632237563
2698	0.8630130736
2699	0.8627231197
2700	0.8625975657
2701	0.8624191409
2702	0.8623103799
2703	0.862069465
2704	0.8619616171
2705	0.861869449
2706	0.8617042688
2707	0.8615852888
2708	0.8615255905
2709	0.8613805159
2710	0.8613521822
2711	0.8612440821
2712	0.8612100841
2713	0.861118379
2714	0.861002311
2715	0.8608417468
2716	0.8607305419
2717	0.8606367959
2718	0.8605072501
2719	0.8603305892
2720	0.8602092167
2721	0.8599983798
2722	0.859771359
2723	0.859695793
2724	0.8595233793
2725	0.8594675244
2726	0.8594269711
2727	0.8591397084
2728	0.8590106629
2729	0.8589253615
2730	0.8586915753
2731	0.8586299484
2732	0.8585861907
2733	0.858510836
2734	0.8583955359
2735	0.8582906052
2736	0.8581842359
2737	0.858075956
2738	0.8579639218
2739	0.8577879463
2740	0.8576547483
2741	0.8575817151
2742	0.8573926156
2743	0.8572741335
2744	0.8571542658
2745	0.8569588602
2746	0.8567560859
2747	0.8565677387
2748	0.8563273813
2749	0.856172345
2750	0.8560859746
2751	0.855942326
2752	0.8558760589
2753	0.855606965
2754	0.8555712692
2755	0.8555434678
2756	0.8551885693
2757	0.8550842438
2758	0.8547840604
2759	0.8546825314
2760	0.8545665213
2761	0.8544694065
2762	0.8544064289
2763	0.8543737732
2764	0.8541923909
2765	0.8541116514
2766	0.854004894
2767	0.8537072937
2768	0.853669654
2769	0.8535015086
2770	0.8534875156
2771	0.8532935393
2772	0.8531055607
2773	0.8530051336
2774	0.8528286764
2775	0.8527429993
2776	0.8526241803
2777	0.8524033686
2778	0.8521976839
2779	0.8520648557
2780	0.8519571855
2781	0.8518124017
2782	0.8516440493
2783	0.8515738827
2784	0.851238404
2785	0.8512064319
2786	0.8510604512
2787	0.8507843985
2788	0.8506255744
2789	0.8504096228
2790	0.850299449
2791	0.8502090103
2792	0.8500378295
2793	0.8496884177
2794	0.8495385894
2795	0.8491433631
2796	0.8490733188
2797	0.8490274388
2798	0.8489121808
2799	0.8487848419
2800	0.8485189463
2801	0.848389041
2802	0.8483204643
2803	0.8481646323
2804	0.8480750194
2805	0.8479376092
2806	0.8478720986
2807	0.8477517374
2808	0.8476070516
2809	0.8473969313
2810	0.8473211469
2811	0.8471784331
2812	0.8470186898
2813	0.8469183854
2814	0.8466800429
2815	0.846600608
2816	0.846482202
2817	0.8463708845
2818	0.8463207989
2819	0.8461309174
2820	0.846094746
2821	0.8459227003
2822	0.8457488442
2823	0.845670944
2824	0.8455667942
2825	0.845500496
2826	0.8453264217
2827	0.8451445547
2828	0.8450586877
2829	0.8450241689
2830	0.84493703
2831	0.8447581458
2832	0.8446534951
2833	0.8444351494
2834	0.8441168513
2835	0.8439492535
2836	0.8438146143
2837	0.8436744207
2838	0.8434665799
2839	0.843167313
2840	0.8429472059
2841	0.842801099
2842	0.8426988605
2843	0.8425817315
2844	0.8424575978
2845	0.8422867668
2846	0.8421960501
2847	0.8420638842
2848	0.8419429192
2849	0.841821375
2850	0.841628231
2851	0.8414892763
2852	0.8414298931
2853	0.841381698
2854	0.8413380274
2855	0.8412525328
2856	0.8411296638
2857	0.8410474304
2858	0.8408467752
2859	0.8407563476
2860	0.8406324349
2861	0.8405454195
2862	0.840370673
2863	0.840275807
2864	0.8401745112
2865	0.8400514694
2866	0.8399147327
2867	0.8398238046
2868	0.8397255553
2869	0.8395451531
2870	0.8394582279
2871	0.8393601535
2872	0.8392215171
2873	0.8391559742
2874	0.8390631157
2875	0.8389224208
2876	0.8388663279
2877	0.8386454593
2878	0.8384689206
2879	0.8383273538
2880	0.8382263937
2881	0.8381278034
2882	0.8380568811
2883	0.8377958505
2884	0.8376675239
2885	0.8375635802
2886	0.8374069649
2887	0.8372808936
2888	0.8371262709
2889	0.8369552148
2890	0.8368293424
2891	0.8366949051
2892	0.8365969811
2893	0.836480895
2894	0.8362895356
2895	0.8360702703
2896	0.8360357987
2897	0.8358981499
2898	0.8357811371
2899	0.8357457244
2900	0.8356914186
2901	0.8355885773
2902	0.8354807294
2903	0.835434252
2904	0.8353333018
2905	0.8352068886
2906	0.8350984741
2907	0.8349754392
2908	0.8348510415
2909	0.83468408
2910	0.8345940813
2911	0.8345403628
2912	0.8343981627
2913	0.8343234623
2914	0.8341815986
2915	0.8339252614
2916	0.8338315126
2917	0.8336948125
2918	0.8335845176
2919	0.8335178995
2920	0.8334639403
2921	0.8334531904
2922	0.8333933023
2923	0.8333274039
2924	0.8332538368
2925	0.8331678865
2926	0.8330241188
2927	0.8328605058
2928	0.8328072314
2929	0.832561739
2930	0.8323258649
2931	0.8322357199
2932	0.8321250319
2933	0.8320159061
2934	0.8319056949
2935	0.8317690517
2936	0.8316607458
2937	0.831483334
2938	0.831416389
2939	0.8312486953
2940	0.8312229442
2941	0.8310629067
2942	0.8310093892
2943	0.8309276019
2944	0.8308527107
2945	0.8307402844
2946	0.8306521909
2947	0.8305876062
2948	0.8305094599
2949	0.8303323726
2950	0.8301631156
2951	0.8299944084
2952	0.8298746456
2953	0.8297945637
2954	0.8296619992
2955	0.8295302373
2956	0.8294298133
2957	0.8293499241
2958	0.829147436
2959	0.8290133349
2960	0.828903986
2961	0.8287548264
2962	0.8286201248
2963	0.8285671033
2964	0.8284166821
2965	0.8282592993
2966	0.8281397157
2967	0.8279463616
2968	0.8278078813
2969	0.8275726466
2970	0.8274694482
2971	0.8273870485
2972	0.8271689912
2973	0.8269609997
2974	0.8268463618
2975	0.8268022137
2976	0.8265471502
2977	0.8264619856
2978	0.8263617567
2979	0.8261917677
2980	0.8261290622
2981	0.8260825937
2982	0.8259759619
2983	0.8258048854
2984	0.8256911786
2985	0.8255115979
2986	0.8254370006
2987	0.8251785753
2988	0.8250774536
2989	0.8249453455
2990	0.8248197225
2991	0.8246020522
2992	0.824455472
2993	0.8243686359
2994	0.824280984
2995	0.8241638719
2996	0.8241271726
2997	0.8239475424
2998	0.8237979295
2999	0.8236354887
